違規案件編號,處分日期,案件狀態,地籍_區,地籍_段,地籍_小段,地籍_地號,違規面積_平方公尺,違規類別,暫停開發兩年,暫停開發到期日,罰鍰金額
TT10600001,,,北投,湖山,一,457,350,未經申請開挖整地,,,0
TT10700001,,,北投,泉源,四,;232;,125,,,,0
AF10801001,,結案,北投,行義,四,71,0,未依技術規範實施,,,0
AF10710002,,結案,士林,天玉,一,187,396,未依技術規範實施,,,0
AF10710001,,結案,北投,行義,一,18080,0,未依技術規範實施,,,0
AF10711001,,結案,士林,芝蘭,三,268,53,未依技術規範實施,,,0
IT10800002,,,內湖,碧山,三,283-1,26,未經申請開挖整地,,,0
IT11000005,,,南港,麗山,四,235,0,,,,0
IT11200001,,,內湖,碧山,二,388,220,未經申請開挖闢路,,,60000
TT10700002,1993/3/1,結案,內湖,碧山,一,;200;,0,堆積土石,,,0
CA08407001,1995/7/31,結案,北投,泉源,三,318,200,未經申請開挖整地,,,60000
CA08408001,1995/8/28,結案,士林,新安,三,;518;,600,未經申請開挖整地,,,80000
CA08409001,1995/9/20,結案,士林,新安,四,;27;,105,其他,,,60000
CA08409002,1995/9/23,結案,文山,指南,二,;477;,390,未經申請開挖整地,,,60000
CA08409003,1995/9/26,結案,內湖,大湖,四,;46;,600,未經申請開挖整地,,,80000
CA08409005,1995/9/26,結案,士林,新安,三,;518;,600,未依規定期限改正,,,100000
CA08409004,1995/9/26,結案,信義,吳興,二,;648;,1500,未經申請開挖整地,,,80000
CA08409007,1995/9/27,結案,文山,老泉,一,402,3600,未經申請開挖整地,,,60000
CA08409006,1995/9/27,結案,內湖,石潭,一,;110;,3000,堆積土石,,,60000
CA08409008,1995/9/30,結案,北投,崇仰,三,;226;,1400,其他,,,100000
CA08410001,1995/10/7,結案,士林,新安,三,;265;,75,未經申請開挖整地,,,60000
CA08411001,1995/11/4,結案,北投,崇仰,三,;226;,1400,未依規定期限改正,,,150000
CA08411002,1995/11/6,結案,北投,大屯,四,;510;,150,其他,,,60000
CA08411003,1995/11/9,結案,北投,泉源,二,;675;,200,堆積土石,,,60000
CA08411004,1995/11/10,結案,文山,萬芳,一,;1;,400,堆積土石,,,60000
CA08411005,1995/11/16,結案,南港,中南,一,;481;,300,堆積土石,,,60000
CA08411006,1995/11/17,結案,文山,指南,二,;477;,390,未依規定期限改正,,,80000
CA08411007,1995/11/20,結案,士林,力行,二,139-39,200,未經申請開挖整地,,,60000
CA08411008,1995/11/28,結案,士林,新安,三,;518;,600,未依規定期限改正,,,150000
CA08412001,1995/12/20,結案,士林,翠山,一,;126;,600,其他,,,60000
CA08501001,1996/1/5,結案,士林,新安,四,;315;,120,其他,,,60000
CA08501002,1996/1/5,結案,士林,翠山,一,;126;,800,未依規定期限改正,,,80000
CA08501003,1996/1/11,結案,北投,行義,一,273,4000,未經申請開挖整地,,,300000
CA08501004,1996/1/12,結案,文山,指南,二,;53;,350,未經申請開挖整地,,,60000
CA08501005,1996/1/15,結案,士林,菁山,一,;377;,150,未經申請開挖整地,,,60000
CA08501007,1996/1/17,結案,北投,大屯,四,;510;,150,未依規定期限改正,,,80000
CA08501008,1996/1/19,結案,信義,永春,三,;59;,10,未經申請開挖整地,,,60000
CA08501009,1996/1/19,結案,中山,北安,一,;72;,800,未經申請開挖闢路,,,80000
CA08501010,1996/1/24,結案,士林,新安,三,;598;,105,未經申請開挖整地,,,60000
CA08501011,1996/1/30,結案,文山,博嘉,四,;;預定市地重劃區;;,90,未經申請開挖整地,,,60000
CA08501012,1996/1/31,續予處分,士林,溪山,三,75,300,未經申請開挖整地,,,60000
CA08501013,1996/1/31,結案,南港,新光,二,;486;,30,未經申請開挖闢路,,,60000
CA08502002,1996/2/1,結案,北投,秀山,三,;353;,800,未經申請開挖整地,,,80000
CA08502001,1996/2/1,結案,士林,芝蘭,三,;438;,400,其他,,,60000
CA08502003,1996/2/8,結案,文山,萬芳,一,;1;,400,未依規定期限改正,,,80000
CA08502004,1996/2/8,結案,北投,關渡,三,;380;,36,未經申請開挖整地,,,60000
CA08502006,1996/2/13,結案,文山,指南,四,;165;,120,未經申請開挖闢路,,,60000
CA08502005,1996/2/13,結案,士林,芝蘭,四,;278;,100,未依技術規範實施,,,60000
CA08502007,1996/2/14,結案,北投,湖田,二,;642;,35,未經申請開挖整地,,,60000
CA08502008,1996/2/16,結案,北投,崇仰,三,;226;,1400,未依規定期限改正,,,200000
CA08502009,1996/2/23,結案,文山,興安,三,;8-1;,2025,未經申請開挖整地,,,150000
CA08502010,1996/2/26,結案,文山,博嘉,三,;829;,140,其他,,,60000
CA08502011,1996/2/27,結案,士林,溪山,一,;105;,300,其他,,,60000
CA08503001,1996/3/4,結案,士林,芝蘭,三,;438;,400,未依規定期限改正,,,80000
CA08503002,1996/3/6,結案,北投,行義,一,;50;,45,其他,,,60000
CA08503004,1996/3/6,結案,內湖,康寧,三,;430;,80,其他,,,60000
CA08503003,1996/3/6,結案,內湖,石潭,一,;110;,3000,未依規定期限改正,,,60000
CA08503006,1996/3/7,結案,北投,泉源,三,;1;,200,未經申請開挖整地,,,60000
CA08503005,1996/3/7,結案,北投,大屯,四,;510;,150,未依規定期限改正,,,100000
CA08503007,1996/3/9,結案,文山,指南,二,;53;,350,未依規定期限改正,,,80000
CA08503008,1996/3/9,結案,北投,關渡,三,;380;,36,未依規定期限改正,,,80000
CA08503009,1996/3/11,結案,士林,溪山,一,;9;,150,未經申請開挖整地,,,60000
CA08503010,1996/3/11,撤銷,內湖,大湖,三,;370;,1000,堆積土石,,,80000
CA08503011,1996/3/13,結案,士林,芝蘭,四,167,400,未經申請開挖整地,,,60000
CA08503012,1996/3/16,撤銷,士林,力行,二,139-39,200,未依規定期限改正,,,80000
CA08503013,1996/3/19,結案,士林,新安,四,;294;,50,未經申請開挖整地,,,60000
CA08503015,1996/3/22,結案,士林,天玉,三,;383;,200,未經申請開挖整地,,,60000
CA08503014,1996/3/22,結案,士林,新安,三,;598;,105,未依規定期限改正,,,80000
CA08504001,1996/4/5,結案,士林,溪山,三,75,300,未依規定期限改正,,,80000
CA08504002,1996/4/6,結案,內湖,大湖,四,;87;,1000,未經申請開挖整地,,,80000
CA08504003,1996/4/9,結案,士林,菁山,二,;36;,150,未經申請開挖整地,,,60000
CA08504004,1996/4/11,結案,文山,指南,四,;165;,120,未依規定期限改正,,,80000
CA08504005,1996/4/12,結案,士林,平等,二,;555;,100,其他,,,60000
CA08504006,1996/4/12,結案,內湖,碧湖,一,;138-2;,20,其他,,,60000
CA08504007,1996/4/15,結案,文山,興安,三,;8-1;,2025,未依規定期限改正,,,200000
CA08504008,1996/4/15,結案,士林,華岡,一,;515;,300,未經申請開挖整地,,,60000
CA08504009,1996/4/16,結案,文山,萬芳,一,;1;,400,未依規定期限改正,,,100000
CA08504010,1996/4/19,續予處分,內湖,碧山,一,;402;,80,未經申請開挖整地,,,60000
CA08504011,1996/4/19,結案,南港,新光,二,;486;,30,未經申請開挖闢路,,,80000
CA08505001,1996/5/4,結案,士林,翠山,二,;228;,50,未經申請開挖整地,,,60000
CA08505002,1996/5/7,結案,士林,翠山,二,;355;,500,堆積土石,,,60000
CA08505003,1996/5/9,撤銷,士林,福林,二,;493;,100,其他,,,60000
CA08505004,1996/5/10,結案,內湖,碧山,三,;319-2;,200,未經申請開挖闢路,,,60000
CA08505005,1996/5/14,撤銷,內湖,大湖,三,;370;,1000,未依規定期限改正,,,100000
CA08505006,1996/5/15,結案,士林,芝蘭,四,;280;,200,未經申請開挖整地,,,60000
CA08505007,1996/5/27,結案,士林,菁山,一,;377;,150,未依規定期限改正,,,80000
CA08505008,1996/5/29,結案,士林,華岡,四,;422;,600,其他,,,80000
CA08505010,1996/5/31,結案,內湖,東湖,六,;68;,400,其他,,,60000
CA08505009,1996/5/31,結案,北投,大屯,二,;314;,180,未經申請開挖整地,,,60000
CA08506001,1996/6/1,結案,文山,指南,三,;968;,150,未經申請開挖整地,,,60000
CA08506002,1996/6/3,結案,北投,泉源,三,;484;,50,未經申請開挖闢路,,,60000
CA08506003,1996/6/7,結案,內湖,東湖,六,;3;,2000,未經申請開挖整地,,,100000
CA08506004,1996/6/7,結案,士林,芝蘭,三,;239;,250,其他,,,60000
CA08506005,1996/6/7,結案,士林,芝蘭,三,;270;,200,其他,,,60000
CA08506006,1996/6/12,結案,文山,草湳,三,;229;,150,未經申請開挖整地,,,60000
CA08506007,1996/6/13,結案,文山,指南,四,;165;,120,未依規定期限改正,,,100000
CA08506008,1996/6/22,結案,士林,翠山,二,;355;,500,未依規定期限改正,,,80000
CA08506009,1996/6/26,結案,北投,泉源,三,;217;,300,未經申請開挖闢路,,,60000
CA08507001,1996/7/4,結案,內湖,東湖,六,;432;,80,未經申請開挖整地,,,80000
CA08507002,1996/7/4,結案,南港,大豐,二,192,700,未經申請開挖整地,,,80000
CA08507003,1996/7/4,結案,士林,翠山,二,;685;,120,其他,,,60000
CA08507004,1996/7/9,結案,士林,天玉,三,;383;,200,未依規定期限改正,,,80000
CA08507006,1996/7/12,撤銷,南港,大豐,一,301,26,未經申請開挖闢路,,,60000
CA08507005,1996/7/25,結案,南港,麗山,三,;245;,800,其他,,,80000
CA08508001,1996/8/2,結案,文山,老泉,三,;219;,1750,未經申請開挖整地,,,100000
CA08508002,1996/8/2,結案,士林,天玉,一,;27;,1500,未經申請開挖整地,,,100000
CA08508003,1996/8/7,結案,南港,麗山,三,;245;,800,未依規定期限改正,,,80000
CA08508004,1996/8/9,結案,信義,福德,四,;254;,9,其他,,,60000
CA08508005,1996/8/13,結案,內湖,石潭,二,;107-2;,500,堆積土石,,,60000
CA08508006,1996/8/19,結案,中山,北安,一,;81;,100,未經申請開挖整地,,,60000
CA08508007,1996/8/24,結案,北投,泉源,三,;217;,300,未依規定期限改正,,,80000
CA08508008,1996/8/27,結案,北投,大屯,四,;510;,150,未依規定期限改正,,,150000
CA08509001,1996/9/2,結案,北投,崇仰,三,;227;,115,其他,,,60000
CA08509002,1996/9/2,結案,文山,萬芳,二,233,80,未經申請開挖整地,,,60000
CA08509003,1996/9/5,結案,士林,芝蘭,三,;223;,900,未經申請開挖整地,,,60000
CA08509004,1996/9/12,結案,南港,大豐,一,315,260,未經申請開挖闢路,,,60000
CA08509005,1996/9/12,撤銷,信義,吳興,三,;146;,240,未經申請開挖整地,,,60000
CA08509006,1996/9/12,結案,士林,雙溪,一,;30;,150,未經申請開挖整地,,,60000
CA08509007,1996/9/14,結案,文山,草湳,三,;463;,150,未經申請開挖整地,,,60000
CA08509008,1996/9/19,結案,內湖,碧山,二,;450;,100,未經申請開挖整地,,,60000
CA08509009,1996/9/20,結案,內湖,碧湖,一,;176;,50,未經申請開挖整地,,,60000
CA08509010,1996/9/23,結案,內湖,碧湖,一,;760;,200,未依核定計畫施工,,,60000
CA08510001,1996/10/5,結案,內湖,大湖,四,;354;,30,其他,,,60000
CA08510010,1996/10/5,撤銷,文山,景美,四,;409;,48,未經申請開挖整地,,,60000
CA08510002,1996/10/8,結案,文山,指南,四,;378;,350,未經申請開挖闢路,,,60000
CA08510004,1996/10/11,續予處分,士林,翠山,一,;44;,800,未經申請開挖整地,,,80000
CA08510003,1996/10/11,結案,士林,菁山,二,;24;,800,未經申請開挖整地,,,80000
CA08510007,1996/10/23,結案,北投,大屯,二,;143-4;,150,未經申請開挖整地,,,60000
CA08510006,1996/10/23,結案,內湖,西湖,一,;52-25;,10,其他,,,60000
CA08510005,1996/10/23,結案,士林,雙溪,一,;63;,150,其他,,,60000
CA08510008,1996/10/24,結案,士林,平等,二,;147;,100,未經申請開挖整地,,,60000
CA08510009,1996/10/28,結案,文山,頭廷,二,;149;,244,其他,,,60000
CA08511001,1996/11/6,結案,士林,菁山,二,;232;,1800,未經申請開挖整地,,,100000
CA08511002,1996/11/6,結案,文山,景美,四,;409;,48,未經申請開挖整地,,,60000
CA08511003,1996/11/15,結案,士林,新安,三,;598;,200,其他,,,60000
CA08511004,1996/11/16,結案,南港,大豐,二,;366;,320,堆積土石,,,60000
CA08512001,1996/12/10,結案,內湖,碧山,二,;54;,150,其他,,,60000
CA08512002,1996/12/16,結案,北投,湖田,二,;398;,60,未經申請開挖整地,,,60000
CA08512003,1996/12/28,結案,北投,行義,一,632,480,未經申請開挖整地,,,60000
CA08512006,1996/12/30,續予處分,士林,天玉,一,;543;,200,未經申請開挖整地,,,60000
CA08512004,1996/12/30,結案,文山,老泉,四,;300;,550,堆積土石,,,60000
CA08512005,1996/12/30,結案,士林,至善,四,;131;,60,其他,,,60000
CA08601001,1997/1/10,結案,士林,翠山,一,;126;,110,其他,,,60000
CA08601002,1997/1/10,結案,士林,新安,三,;136;,160,未經申請開挖整地,,,60000
CA08601003,1997/1/13,結案,士林,菁山,二,;403;,40,未經申請開挖整地,,,60000
CA08601004,1997/1/18,結案,北投,泉源,四,;128;,170,其他,,,60000
CA08601005,1997/1/18,結案,士林,力行,三,;298;,200,未經申請開挖闢路,,,60000
CA08601006,1997/1/22,結案,內湖,碧湖,一,;119;,60,未經申請開挖整地,,,60000
CA08601007,1997/1/30,結案,北投,泉源,三,;172;,190,未經申請開挖整地,,,60000
CA08602004,1997/2/5,結案,內湖,碧湖,一,;119;,60,未經申請開挖整地,,,80000
CA08602002,1997/2/5,結案,文山,老泉,三,;184;,200,其他,,,60000
CA08602001,1997/2/5,結案,士林,芝蘭,二,;119;,300,未經申請開挖整地,,,60000
CA08602003,1997/2/5,結案,文山,老泉,三,;360;,200,未經申請開挖闢路,,,60000
CA08602005,1997/2/11,續予處分,文山,萬芳,三,;795-53;,300,未經申請開挖整地,,,60000
CA08602006,1997/2/13,結案,士林,芝蘭,三,;270;,100,未經申請開挖整地,,,60000
CA08602007,1997/2/24,結案,南港,大豐,一,;75;,100,其他,,,60000
CA08602008,1997/2/24,結案,北投,泉源,四,;128;,170,未依規定期限改正,,,80000
CA08603001,1997/3/4,結案,士林,溪山,一,;86-1;,800,未經申請開挖闢路,,,80000
CA08603003,1997/3/5,結案,內湖,康寧,三,;430;,80,未經申請開挖闢路,,,60000
CA08603002,1997/3/5,結案,內湖,西湖,一,;52-25;,30,未經申請開挖整地,,,60000
CA08603004,1997/3/6,結案,北投,崇仰,一,;11;,130,未經申請開挖整地,,,60000
CA08603005,1997/3/8,結案,南港,大豐,一,;295;,100,堆積土石,,,60000
CA08603006,1997/3/11,結案,大安,辛亥,四,;558;,200,未經申請開挖整地,,,60000
CA08603007,1997/3/11,結案,北投,泉源,三,;174;,160,堆積土石,,,60000
CA08603008,1997/3/12,續予處分,士林,天玉,一,;543;,200,未依規定期限改正,,,80000
CA08603010,1997/3/13,結案,文山,興安,三,;8-1;,2025,未依規定期限改正,,,300000
CA08603009,1997/3/13,續予處分,士林,溪山,三,14611,300,其他,,,60000
CA08603011,1997/3/21,續予處分,,,,;;,200,其他,,,60000
CA08603013,1997/3/26,續予處分,士林,華岡,二,;213;,300,其他,,,60000
CA08603012,1997/3/26,結案,文山,老泉,二,;472;,500,未經申請開挖整地,,,60000
CA08604001,1997/4/2,結案,北投,行義,四,;199;,30,其他,,,60000
CA08604002,1997/4/2,結案,士林,新安,三,;598;,300,其他,,,60000
CA08604003,1997/4/2,結案,內湖,西湖,一,;;52;;,300,未經申請開挖闢路,,,60000
CA08604004,1997/4/14,結案,南港,舊莊,四,;422;,480,堆積土石,,,60000
CA08604005,1997/4/18,結案,內湖,碧湖,一,;279;,18,其他,,,60000
CA08604006,1997/4/22,續予處分,士林,芝蘭,四,167,100,未經申請開挖整地,,,60000
CA08604008,1997/4/23,結案,士林,芝蘭,四,;31;,200,其他,,,60000
CA08604009,1997/4/23,續予處分,文山,萬芳,三,;796-53;,300,未依規定期限改正,,,80000
CA08604007,1997/4/23,結案,北投,泉源,三,;172;,900,其他,,,80000
CA08604010,1997/4/24,續予處分,士林,天玉,一,;543;,200,未依規定期限改正,,,100000
CA08604011,1997/4/30,結案,北投,湖山,三,;677;,1200,其他,,,100000
CA08605001,1997/5/2,續予處分,,,,;;,200,未依規定期限改正,,,80000
CA08605002,1997/5/5,結案,內湖,潭美,一,;101;,210,堆積土石,,,60000
CA08605003,1997/5/6,結案,北投,湖山,二,;519;,1250,未經申請開挖整地,,,100000
CA08605005,1997/5/7,結案,內湖,潭美,一,;101;,6,堆積土石,,,60000
CA08605004,1997/5/7,結案,士林,翠山,一,;172-4;,50,其他,,,60000
CA08605007,1997/5/15,結案,北投,行義,一,;91;,50,未經申請開挖整地,,,60000
CA08605006,1997/5/15,續予處分,內湖,碧山,三,;323;,550,未依規定期限改正,,,80000
CA08605008,1997/5/16,結案,文山,老泉,二,;381-2;,250,其他,,,60000
CA08605009,1997/5/19,結案,信義,祥和,四,;415;,300,未經申請開挖闢路,,,60000
CA08605010,1997/5/19,續予處分,士林,天玉,一,;543;,200,未依規定期限改正,,,150000
CA08605011,1997/5/20,結案,中山,北安,一,;82;,35,其他,,,60000
CA08605015,1997/5/22,續予處分,士林,溪山,三,698,200,未依規定期限改正,,,100000
CA08605012,1997/5/22,結案,南港,中南,四,;805-1;,400,堆積土石,,,60000
CA08605014,1997/5/22,續予處分,信義,吳興,二,476,320,未經申請開挖整地,,,60000
CA08605013,1997/5/22,結案,信義,福德,四,279,10,其他,,,60000
CA08605016,1997/5/27,結案,北投,行義,四,;223;,200,其他,,,60000
CA08606002,1997/6/6,結案,南港,大豐,一,;284;,200,堆積土石,,,60000
CA08606001,1997/6/6,續予處分,士林,天玉,一,;543;,200,未依規定期限改正,,,200000
CA08606003,1997/6/16,結案,士林,華岡,二,;213;,300,其他,,,80000
CA08606004,1997/6/18,結案,內湖,大湖,三,;189;,50,其他,,,60000
CA08606005,1997/6/26,結案,北投,崇仰,一,;464;,1050,未經申請開挖整地,,,100000
CA08606006,1997/6/26,結案,南港,大豐,三,;835-1;,25,堆積土石,,,60000
CA08606007,1997/6/30,結案,北投,湖山,一,;443;,15,未經申請開挖整地,,,60000
CA08607001,1997/7/1,結案,北投,泉源,四,;335-1;,600,其他,,,80000
CA08607002,1997/7/2,結案,北投,行義,四,;199;,30,未依規定期限改正,,,80000
CA08607003,1997/7/3,續予處分,士林,天玉,一,;544;,500,未依規定期限改正,,,300000
CA08607004,1997/7/9,結案,士林,翠山,二,;122;,380,未經申請開挖整地,,,60000
CA08607005,1997/7/9,結案,士林,平等,二,;226;,300,未經申請開挖整地,,,60000
CA08607006,1997/7/9,結案,士林,溪山,三,14611,300,未依規定期限改正,,,80000
CA08607007,1997/7/9,結案,士林,翠山,一,;172-4;,50,未依規定期限改正,,,80000
CA08607008,1997/7/10,結案,中山,北安,一,;82;,35,未依規定期限改正,,,80000
CA08607009,1997/7/11,結案,內湖,碧山,三,;321;,550,未依規定期限改正,,,100000
CA08607010,1997/7/14,續予處分,文山,萬芳,三,;;796-53;;,300,未依規定期限改正,,,100000
CA08607011,1997/7/16,結案,士林,芝蘭,四,167,100,未經申請開挖整地,,,80000
CA08607012,1997/7/17,續予處分,內湖,碧山,二,;736;,300,堆積土石,,,60000
CA08607013,1997/7/19,結案,北投,行義,一,;91;,50,未依規定期限改正,,,80000
CA08607014,1997/7/23,續予處分,士林,至善,四,;76;,150,其他,,,60000
CA08607015,1997/7/24,續予處分,士林,天玉,一,;543;,700,未依規定期限改正,,,300000
CA08607016,1997/7/31,結案,文山,政大,二,;609;,200,未依核定計畫施工,,,60000
CA08608001,1997/8/4,結案,南港,大豐,三,;115;,10000,未依核定計畫施工,,,300000
CA08608002,1997/8/8,續予處分,南港,舊莊,二,101,1800,未經申請開挖整地,,,100000
CA08608003,1997/8/14,結案,南港,大豐,二,;121;,100,其他,,,60000
CA08608004,1997/8/14,結案,北投,泉源,四,;129;,30,未依規定期限改正,,,100000
CA08608005,1997/8/15,續予處分,內湖,康寧,二,329,300,其他,,,60000
CA08608006,1997/8/15,結案,文山,老泉,四,;300;,70,未經申請開挖整地,,,60000
CA08608007,1997/8/19,結案,南港,舊莊,一,;156;,40,其他,,,60000
CA08608008,1997/8/20,續予處分,士林,溪山,三,698,200,未依規定期限改正,,,150000
CA08608009,1997/8/20,結案,文山,政大,二,;;609;615;;,200,未依規定期限改正,,,80000
CA08608010,1997/8/21,結案,士林,力行,三,;52;,50,堆積土石,,,60000
CA08608011,1997/8/23,續予處分,北投,泉源,二,;409;,150,其他,,,60000
CA08608012,1997/8/25,結案,北投,湖山,二,;269;,100,其他,,,60000
CA08608013,1997/8/25,結案,內湖,碧湖,一,24,200,未經申請開挖整地,,,60000
CA08608014,1997/8/28,結案,南港,大豐,二,;425;,62,其他,,,60000
CA08608015,1997/8/30,結案,內湖,大湖,三,;345;,900,未經申請開挖整地,,,80000
CA08609001,1997/9/1,結案,信義,吳興,三,;155-2;,300,其他,,,60000
CA08609002,1997/9/4,續予處分,士林,天玉,一,;543;,700,未依規定期限改正,,,300000
CA08609003,1997/9/8,結案,文山,老泉,四,;300;,45,未依規定期限改正,,,80000
CA08609004,1997/9/10,結案,內湖,碧山,二,;736;,300,未依規定期限改正,,,80000
CA08609005,1997/9/12,結案,士林,華岡,一,;544;,130,其他,,,60000
CA08609007,1997/9/15,結案,北投,行義,二,288,100,其他,,,60000
CA08609008,1997/9/15,結案,信義,吳興,三,;779;,450,未經申請開挖整地,,,60000
CA08609006,1997/9/15,續予處分,內湖,碧山,一,;470;,100,未經申請開挖整地,,,60000
CA08609010,1997/9/18,結案,南港,舊莊,四,;171;,105,未經申請開挖整地,,,60000
CA08609011,1997/9/18,續予處分,士林,天玉,一,;543;,700,未依規定期限改正,,,300000
CA08609009,1997/9/18,結案,信義,吳興,三,;862;,300,未經申請開挖整地,,,60000
CA08610001,1997/10/1,續予處分,士林,天玉,一,;543;,700,未依規定期限改正,,,300000
CA08610002,1997/10/3,結案,文山,指南,四,;378;,350,未依規定期限改正,,,80000
CA08610003,1997/10/6,結案,文山,政大,二,;609;,200,未依規定期限改正,,,100000
CA08610004,1997/10/9,續予處分,士林,天玉,一,563,2700,未依規定期限改正,,,300000
CA08610005,1997/10/16,續予處分,文山,萬芳,一,;1;,220,堆積土石,,,60000
CA08610006,1997/10/16,結案,士林,天玉,一,;68;,50,未經申請開挖整地,,,60000
CA08610007,1997/10/17,結案,內湖,康寧,三,;430;,80,未依規定期限改正,,,80000
CA08610008,1997/10/21,結案,士林,菁山,二,;210;,40,未依技術規範實施,,,60000
CA08610009,1997/10/21,結案,士林,至善,四,;76;,150,其他,,,80000
CA08610010,1997/10/22,結案,文山,老泉,三,;189;,25,未依技術規範實施,,,60000
CA08610012,1997/10/24,結案,士林,溪山,三,698,900,未依規定期限改正,,,200000
CA08610011,1997/10/24,續予處分,南港,中南,三,;346;,470,未經申請開挖整地,,,60000
CA08610013,1997/10/24,結案,內湖,石潭,一,;110;,80,,,,80000
CA08610014,1997/10/24,結案,北投,泉源,二,;409;,150,未依規定期限改正,,,80000
CA08610015,1997/10/29,結案,信義,吳興,二,493,20,未依技術規範實施,,,60000
CA08610016,1997/10/29,結案,信義,吳興,二,;502-1;,60,未經申請開挖整地,,,60000
CA08610017,1997/10/29,撤銷,信義,吳興,二,;494;,80,未依技術規範實施,,,60000
CA08611001,1997/11/5,結案,士林,力行,三,;261;,2500,未依核定計畫施工,,,150000
CA08611002,1997/11/5,結案,內湖,康寧,三,;;425-2;430-12;430-34;67;;,600,未經申請開挖整地,,,80000
CA08611003,1997/11/6,結案,內湖,碧山,一,;402;,80,未依規定期限改正,,,80000
CA08611004,1997/11/10,續予處分,士林,翠山,一,;44;,1300,未依規定期限改正,,,100000
CA08611005,1997/11/13,結案,北投,湖田,二,;183;,100,堆積土石,,,60000
CA08611006,1997/11/17,續予處分,北投,行義,一,287,400,堆積土石,,,60000
CA08611007,1997/11/21,結案,北投,崇仰,二,;5-4;,1000,未經申請開挖整地,,,80000
CA08611008,1997/11/24,續予處分,士林,天玉,一,;543;,2700,未依規定期限改正,,,300000
CA08611009,1997/11/25,結案,南港,大豐,三,163,9,堆積土石,,,60000
CA08611010,1997/11/26,續予處分,士林,新安,三,437,3000,未經申請開挖闢路,,,200000
CA08612001,1997/12/1,結案,士林,天玉,一,;75;,60,其他,,,60000
CA08612002,1997/12/11,續予處分,士林,新安,四,;136;,200,其他,,,60000
CA08612003,1997/12/11,結案,北投,行義,四,;223;,200,未依規定期限改正,,,80000
CA08612004,1997/12/11,結案,內湖,石潭,一,;99;,100,未經申請開挖闢路,,,60000
CA08612005,1997/12/11,續予處分,士林,翠山,二,220,15,其他,,,60000
CA08612006,1997/12/13,續予處分,士林,新安,三,437,3000,未依規定期限改正,,,300000
CA08612007,1997/12/13,結案,士林,天玉,二,;244;,60,其他,,,60000
CA08612008,1997/12/17,結案,士林,新安,一,;444;,30,其他,,,60000
CA08612009,1997/12/27,結案,內湖,碧山,一,;470;,800,未經申請開挖整地,,,80000
CA08612010,1997/12/29,續予處分,士林,新安,四,210,300,其他,,,60000
CA08612011,1997/12/30,結案,南港,舊莊,二,101,1800,未依規定期限改正,,,150000
CA08612012,1997/12/31,結案,文山,萬芳,三,;796-53;,300,未依規定期限改正,,,150000
CA08701001,1998/1/3,結案,士林,平等,二,;447;,300,未經申請開挖整地,,,60000
CA08701002,1998/1/5,結案,內湖,康寧,二,329,300,未依規定期限改正,,,80000
CA08701003,1998/1/8,結案,士林,力行,三,;486;,200,其他,,,60000
CA08701004,1998/1/13,結案,士林,新安,四,;136;,200,未依規定期限改正,,,80000
CA08701005,1998/1/14,結案,士林,新安,四,260,100,其他,,,60000
CA08701006,1998/1/15,續予處分,內湖,碧山,一,417,10,未經申請開挖整地,,,60000
CA08701007,1998/1/19,結案,士林,新安,四,210,300,未依規定期限改正,,,80000
CA08701008,1998/1/20,結案,士林,華岡,一,551,50,未經申請開挖整地,,,60000
CA08701009,1998/1/20,撤銷,信義,永春,三,;186-4;,300,未經申請開挖整地,,,60000
CA08702001,1998/2/11,結案,士林,翠山,一,;44;,1300,未依規定期限改正,,,150000
CA08702002,1998/2/12,結案,文山,萬芳,一,;67;,300,未經申請開挖整地,,,60000
CA08702003,1998/2/13,結案,士林,翠山,一,;34;,100,未經申請開挖整地,,,60000
CA08702004,1998/2/18,結案,信義,祥和,一,24,150,未經申請開挖整地,,,60000
CA08702005,1998/2/19,續予處分,士林,天玉,一,;543;,2700,未依規定期限改正,,,300000
CA08702006,1998/2/25,結案,士林,翠山,二,222,30,未依規定期限改正,,,80000
CA08702007,1998/2/25,結案,南港,中南,三,;346;,470,未依規定期限改正,,,80000
CA08702008,1998/2/26,結案,南港,麗山,四,336,4800,未經申請開挖整地,,,300000
CA08703001,1998/3/6,結案,南港,麗山,四,351,5500,未經申請開挖整地,,,300000
CA08703002,1998/3/6,結案,士林,新安,二,;536;,50,未經申請開挖整地,,,60000
CA08703004,1998/3/10,結案,南港,麗山,四,397,3200,其他,,,300000
CA08703003,1998/3/10,結案,士林,至善,二,148,50,其他,,,60000
CA08703005,1998/3/18,撤銷,北投,桃源,二,;314;,100,未依技術規範實施,,,60000
CA08703006,1998/3/20,結案,文山,萬芳,一,;1;,220,未依規定期限改正,,,80000
CA08703007,1998/3/21,結案,文山,頭廷,三,104,120,未經申請開挖整地,,,60000
CA08703008,1998/3/24,續予處分,士林,菁山,二,;76;,300,未經申請開挖整地,,,60000
CA08703009,1998/3/25,撤銷,內湖,石潭,一,102,1500,未經申請開挖闢路,,,100000
CA08703010,1998/3/25,結案,士林,至善,四,605,300,未經申請開挖整地,,,60000
CA08703011,1998/3/25,撤銷,南港,麗山,四,336,4800,未依規定期限改正,,,300000
CA08703012,1998/3/25,撤銷,南港,麗山,四,354,5500,未依規定期限改正,,,300000
CA08704001,1998/4/7,續予處分,士林,菁山,二,;76;,300,未依規定期限改正,,,300000
