違規案件編號,處分日期,案件狀態,地籍_區,地籍_段,地籍_小段,地籍_地號,違規面積_平方公尺,違規類別,暫停開發兩年,暫停開發到期日,罰鍰金額
CA09001004,2001/1/10,結案,士林,芝蘭,三,107,360,未依規定期限改正,,,80000
CA09001005,2001/1/10,續予處分,中山,北安,一,200,50,其他,是,2003/1/10,60000
CA09001002,2001/1/10,結案,士林,至善,一,;425;,100,未經申請開挖整地,是,2003/1/10,60000
CA09001006,2001/1/12,續予處分,士林,天玉,一,;543;,14235,未依規定期限改正,,,300000
CA09001007,2001/1/17,結案,北投,湖山,三,;738-1;,30,未經申請開挖整地,是,2003/1/17,60000
CA09001008,2001/1/31,結案,北投,桃源,三,;174;,400,未經申請開挖整地,是,2003/1/31,60000
CA09002001,2001/2/1,結案,內湖,文德,一,;224;,350,未經申請開挖整地,是,2003/2/1,60000
CA09002002,2001/2/2,續予處分,北投,行義,一,51,80,未經申請開挖整地,是,2003/2/2,60000
CA09002003,2001/2/6,結案,士林,溪山,三,237,100,未依規定期限改正,,,80000
CA09002004,2001/2/8,結案,內湖,西湖,二,;451;,65,未經申請開挖整地,是,2003/2/8,60000
CA09002005,2001/2/9,結案,內湖,西湖,二,61,450,未經申請開挖整地,,,60000
CA09002011,2001/2/9,結案,士林,新安,一二,;;;;,54,未依核定計畫施工,,,60000
CA09002006,2001/2/19,續予處分,士林,天玉,一,560,14235,未依規定期限改正,,,300000
CA09002007,2001/2/19,續予處分,士林,天玉,一,610,14235,未依規定期限改正,,,300000
CA09002008,2001/2/23,撤銷,南港,麗山,二,;475;,150,其他,是,2003/2/23,60000
CA09002009,2001/2/26,結案,士林,新安,四,231-1,20,未經申請開挖整地,是,2003/3/1,60000
CA09002010,2001/2/27,結案,文山,萬芳,二,;488;,750,未經申請開挖整地,是,2003/2/27,80000
CA09003001,2001/3/1,結案,北投,湖山,二,292,200,未經申請開挖整地,是,2003/3/1,60000
CA09003002,2001/3/7,撤銷,北投,新民,一,;377;,75,未經申請開挖整地,是,2003/3/7,80000
CA09003003,2001/3/15,結案,北投,湖山,二,568,80,未依規定期限改正,,,80000
CA09003005,2001/3/20,結案,北投,大屯,四,80,40,未依規定期限改正,,,80000
CA09003004,2001/3/21,結案,北投,泉源,二,463,500,未經申請開挖整地,是,2003/3/22,60000
CA09003006,2001/3/22,撤銷,南港,新光,二,;414;,100,未經申請開挖整地,是,2003/3/22,60000
CA09004001,2001/4/11,續予處分,士林,天玉,一,659,14235,未依規定期限改正,,,300000
CA09004002,2001/4/11,結案,文山,萬芳,二,357-1,100,未經申請開挖闢路,,,60000
CA09004007,2001/4/18,結案,士林,平等,三,;474;,30,未經申請開挖整地,是,2003/4/18,60000
CA09004003,2001/4/19,結案,信義,吳興,二,;487-1;,80,未經申請開挖整地,是,2003/4/19,60000
CA09004004,2001/4/24,結案,士林,翠山,一,152,500,未經申請開挖整地,是,2003/4/30,60000
CA09004005,2001/4/26,結案,士林,菁山,二,85,50,未依規定期限改正,,,100000
CA09004006,2001/4/30,續予處分,士林,天玉,一,;543;,14235,未依規定期限改正,,,300000
CA09005001,2001/5/9,結案,士林,新安,一,413,300,未經申請開挖整地,是,2003/5/15,60000
CA09005002,2001/5/9,結案,北投,泉源,四,;196;,100,未經申請開挖整地,是,2003/5/9,60000
CA09005003,2001/5/10,續予處分,士林,福林,二,18994,200,未經申請開挖整地,是,2003/5/22,60000
CA09005004,2001/5/10,結案,士林,華岡,四,716,60,未經申請開挖整地,是,2003/5/10,60000
CA09005005,2001/5/16,續予處分,士林,芝蘭,四,746,150,未經申請開挖整地,是,2003/5/16,60000
CA09005006,2001/5/16,結案,士林,天玉,三,;189;,300,其他,是,2003/5/16,60000
CA09005007,2001/5/17,續予處分,內湖,大湖,一,98,200,未經申請開挖整地,是,2003/5/23,60000
CA09005008,2001/5/24,結案,北投,泉源,三,;164-2;,200,未經申請開挖整地,是,2003/5/24,60000
CA09005009,2001/5/24,續予處分,士林,天玉,一,556,14235,未依規定期限改正,,,300000
CA09005010,2001/5/30,續予處分,北投,桃源,二,504,2500,未依規定期限改正,是,2003/6/1,200000
CA09005011,2001/5/31,結案,文山,公訓,三,;19;,200,未經申請開挖闢路,是,2003/5/31,60000
CA09006001,2001/6/1,結案,士林,至善,七,62,700,未依核定計畫施工,,,80000
CA09006002,2001/6/5,結案,文山,政大,三,;148;,750,未依核定計畫施工,,,80000
CA09006003,2001/6/6,結案,中山,北安,一,200,50,未依規定期限改正,,,80000
CA09006004,2001/6/12,結案,內湖,碧山,一,287,240,未經申請開挖整地,,,60000
CA09006005,2001/6/14,結案,南港,大豐,三,;190;,2000,未經申請開挖整地,是,2003/6/14,100000
CA09006006,2001/6/19,續予處分,士林,天玉,一,;543;,14235,未依規定期限改正,,,300000
CA09006007,2001/6/26,結案,士林,福林,二,18994,200,未依規定期限改正,,,80000
CA09006008,2001/6/26,結案,士林,芝蘭,三,420,200,未經申請開挖整地,,,80000
CA09007001,2001/7/2,結案,北投,湖山,一,;444-2;,30,未經申請開挖整地,是,2003/7/2,60000
CA09007002,2001/7/12,結案,信義,永春,三,45825,480,未依規定期限改正,,,80000
CA09007003,2001/7/16,結案,內湖,大湖,一,;;98;;,40,未依規定期限改正,,,80000
CA09007004,2001/7/16,結案,文山,富德,二,210,70,未經申請開挖整地,是,2003/7/20,60000
CA09007005,2001/7/16,續予處分,士林,天玉,一,;;543;544;545;546;547;553;554;556;558;559;560;561;562;563;564;584;591;592;593;599-1;610;611;612;613;617;618;619;620;621;622;623;624;625;626;627;637;638;639;640;635;636-1;641;642;659;;,14235,未依規定期限改正,,,300000
CA09007006,2001/7/24,結案,北投,行義,一,51,80,未依規定期限改正,,,80000
CA09007007,2001/7/24,結案,內湖,文德,三,;480-3;,2500,未經申請開挖整地,是,2003/7/24,60000
CA09007008,2001/7/25,續予處分,士林,天玉,一,;543;,14235,未依規定期限改正,,,300000
CA09007009,2001/7/27,結案,南港,麗山,四,352,5500,未依規定期限改正,,,300000
CA09007010,2001/7/31,續予處分,士林,芝蘭,三,394,500,未依規定期限改正,,,80000
CA09008001,2001/8/2,結案,文山,頭廷,二,162,90,其他,是,2003/8/2,60000
CA09008002,2001/8/8,結案,北投,關渡,三,102,33,未經申請開挖整地,,,60000
CA09008003,2001/8/8,結案,南港,舊莊,三,153-2,36,未經申請開挖整地,是,2003/10/30,60000
CA09008005,2001/8/22,續予處分,士林,天玉,一,543,14235,未依規定期限改正,,,300000
CA09008006,2001/8/24,結案,士林,平等,三,487,30,未經申請開挖整地,是,2003/8/29,60000
CA09008007,2001/8/24,續予處分,信義,吳興,三,;163-5;,10,未經申請開挖整地,是,2003/8/29,60000
CA09008008,2001/8/27,結案,士林,至善,四,86,400,未經申請開挖整地,是,2003/8/27,60000
CA09008009,2001/8/28,結案,南港,中南,四,805-1,300,未依規定期限改正,,,80000
CA09008010,2001/8/28,結案,士林,新安,四,53,400,其他,是,2003/8/28,80000
CA09009001,2001/9/4,結案,北投,湖山,三,333,363,未經申請開挖整地,是,2003/9/7,60000
CA09009002,2001/9/6,結案,南港,麗山,一,112,200,未經申請開挖整地,是,2003/9/10,60000
CA09009003,2001/9/10,結案,內湖,石潭,二,156,500,堆積土石,是,2003/9/12,60000
CA09009004,2001/9/10,續予處分,北投,桃源,二,504,2500,未依規定期限改正,,,150000
CA09009005,2001/9/13,結案,內湖,文德,三,352-1,800,未依核定計畫施工,,,80000
CA09010001,2001/10/3,結案,士林,新安,一二,;;;;,54,未依規定期限改正,,,100000
CA09010002,2001/10/5,撤銷,內湖,碧湖,一,130,30,未依規定期限改正,,,100000
CA09010003,2001/10/12,結案,士林,新安,五,;339;,50,堆積土石,是,2003/10/12,60000
CA09010004,2001/10/12,續予處分,士林,天玉,一,;543;,14235,未依規定期限改正,,,300000
CA09010005,2001/10/12,撤銷,內湖,東湖,五,;539;,500,未經申請開挖整地,是,2003/10/12,60000
CA09010006,2001/10/17,撤銷,北投,湖山,三,;738-1;,25,未經申請開挖整地,是,2003/10/17,60000
CA09010007,2001/10/24,結案,文山,博嘉,三,843,30,未經申請開挖整地,是,2003/10/25,60000
CA09010008,2001/10/25,續予處分,文山,博嘉,三,66,550,未經申請開挖整地,是,2003/10/30,80000
CA09011001,2001/11/9,續予處分,士林,至善,四,218,7000,未依規定期限改正,,,300000
CA09011002,2001/11/13,續予處分,內湖,碧湖,一,24,300,未依規定期限改正,,,80000
CA09011003,2001/11/13,續予處分,內湖,碧湖,一,26,30,未依規定期限改正,,,60000
CA09011004,2001/11/16,結案,士林,新安,一,9,400,其他,是,2003/11/16,60000
CA09011005,2001/11/16,結案,士林,平等,二,;171;,2300,未經申請開挖整地,是,2003/11/20,150000
CA09011006,2001/11/19,結案,北投,桃源,二,504,2500,未依規定期限改正,,,200000
CA09011007,2001/11/21,結案,北投,行義,一,;160;,100,未經申請開挖整地,是,2003/11/26,60000
CA09011008,2001/11/28,結案,內湖,文德,二,;108-3;,400,未經申請開挖整地,,,60000
CA09012001,2001/12/4,撤銷,內湖,康寧,三,;361;,250,未經申請開挖整地,,,60000
CA09012002,2001/12/6,結案,信義,吳興,三,;163-5;,25,未依規定期限改正,,,80000
CA09012003,2001/12/17,撤銷,南港,新光,二,;12;,50,未經申請開挖整地,,,60000
CA09012004,2001/12/26,續予處分,北投,行義,一,214,1000,未經申請開挖整地,是,2011/12/26,80000
CA09101001,2002/1/4,結案,士林,菁山,二,;15;,80,未經申請開挖闢路,是,2004/1/4,60000
CA09101002,2002/1/7,續予處分,士林,芝蘭,四,746,150,未依規定期限改正,,,80000
CA09101003,2002/1/7,結案,北投,行義,一,214,5500,未依規定期限改正,,,300000
CA09101005,2002/1/8,續予處分,士林,天玉,一,;543;,14235,未依規定期限改正,,,300000
CA09101004,2002/1/8,結案,士林,芝蘭,三,394,500,未依規定期限改正,,,100000
CA09101006,2002/1/15,結案,內湖,東湖,六,461,500,未經申請開挖闢路,是,2004/1/15,60000
CA09101007,2002/1/16,結案,文山,指南,二,141-1,30,其他,,,60000
CA09101008,2002/1/25,續予處分,士林,至善,四,142,7000,未依規定期限改正,,,300000
CA09101009,2002/1/28,結案,信義,福德,四,203,90,未經申請開挖闢路,是,2004/1/28,60000
CA09101010,2002/1/31,結案,南港,大豐,三,272,100,未經申請開挖闢路,是,2004/2/4,60000
CA09102001,2002/2/21,結案,士林,至善,一,;118;,30,未經申請開挖整地,,,60000
CA09103001,2002/3/11,結案,北投,崇仰,一,;122;,10,未經申請開挖整地,是,2004/3/11,60000
CA09103002,2002/3/11,結案,北投,行義,一,461,1800,堆積土石,,,100000
CA09103003,2002/3/13,結案,北投,泉源,三,322,70,其他,是,2004/3/18,60000
CA09103004,2002/3/19,結案,北投,新民,四,;57;,130,未經申請開挖整地,是,2004/4/21,60000
CA09103005,2002/3/25,續予處分,士林,天玉,一,;543;,14235,未依規定期限改正,,,300000
CA09104001,2002/4/12,續予處分,士林,天玉,一,;543;,14235,未依規定期限改正,,,300000
CA09104002,2002/4/18,結案,北投,湖山,三,;395;,90,未經申請開挖整地,是,2004/4/22,60000
CA09104003,2002/4/25,結案,北投,桃源,二,;;658;;,200,未經申請開挖整地,是,,60000
CA09105001,2002/5/1,撤銷,南港,新光,二,;414;,100,未依規定期限改正,,,80000
CA09105002,2002/5/6,續予處分,士林,天玉,一,613,14235,未依規定期限改正,,,300000
CA09105003,2002/5/6,結案,北投,湖山,二,460,1500,未經申請開挖整地,是,2004/5/6,100000
CA09105004,2002/5/15,結案,北投,新民,一,;379;,100,未經申請開挖整地,是,2004/5/15,60000
CA09105005,2002/5/17,結案,北投,新民,一,;155;,30,未經申請開挖整地,是,2004/5/17,60000
CA09105006,2002/5/24,結案,北投,大屯,四,390,10,未經申請開挖整地,是,2004/5/24,60000
CA09105007,2002/5/28,結案,內湖,石潭,一,102,450,未經申請開挖闢路,是,2004/5/28,60000
CA09106001,2002/6/14,結案,信義,犁和,一,;437-1;,300,未經申請開挖整地,是,2004/6/14,60000
CA09106002,2002/6/14,結案,士林,溪山,二,389,20,未經申請開挖整地,,,60000
CA09106003,2002/6/17,結案,北投,秀山,三,295,30,未經申請開挖整地,是,2004/6/17,60000
CA09106004,2002/6/21,結案,士林,翠山,一,174,250,未經申請開挖整地,是,2004/6/21,60000
CA09107005,2002/7/1,結案,士林,新安,,;;;;,400,未依核定計畫施工,,,60000
CA09107001,2002/7/1,結案,內湖,碧湖,一,25,30,未依規定期限改正,,,80000
CA09107002,2002/7/2,續予處分,士林,天玉,一,637,14235,未依規定期限改正,,,300000
CA09107003,2002/7/3,結案,文山,老泉,三,154,30,未經申請開挖整地,,,60000
CA09107004,2002/7/3,結案,信義,福德,四,242,250,未經申請開挖整地,,,60000
CA09107006,2002/7/10,續予處分,南港,中南,一,533,6000,未經申請開挖整地,是,2004/7/10,300000
CA09107007,2002/7/17,結案,文山,指南,二,80,160,未經申請開挖整地,是,2004/7/18,60000
CA09107008,2002/7/19,結案,信義,犁和,一,261,60,未經申請開挖整地,,,60000
CA09107009,2002/7/22,撤銷,文山,頭廷,二,;438;,20,未經申請開挖整地,是,2004/7/22,60000
CA09107010,2002/7/23,結案,士林,芝蘭,四,746,150,未依規定期限改正,,,100000
CA09107011,2002/7/26,續予處分,,,,;;,40,未經申請開挖整地,是,2004/7/30,60000
CA09108001,2002/8/6,結案,文山,博嘉,三,66,550,未依規定期限改正,,,100000
CA09108002,2002/8/12,續予處分,內湖,東湖,六,10,600,未依規定期限改正,,,100000
CA09108003,2002/8/15,結案,士林,至善,一,;118;,30,未經申請開挖整地,是,2004/8/15,60000
CA09108004,2002/8/15,撤銷,士林,至善,一,;420;,200,未經申請開挖整地,是,2004/8/15,60000
CA09108005,2002/8/23,撤銷,士林,菁山,二,172,300,未經申請開挖闢路,,,60000
CA09108006,2002/8/27,結案,北投,泉源,四,164,160,未依核定計畫施工,,,60000
CA09109001,2002/9/5,結案,南港,中南,一,535,8000,未依規定期限改正,,,300000
CA09109002,2002/9/11,結案,文山,博嘉,三,;;847;;,130,未依核定計畫施工,,,60000
CA09110001,2002/10/1,結案,文山,富德,二,204,450,未經申請開挖整地,是,2004/10/1,60000
CA09110002,2002/10/8,結案,內湖,東湖,六,;;10;14;19;61;;,600,未依規定期限改正,,,150000
CA09110003,2002/10/8,結案,士林,至善,一,;284;,40,未依規定期限改正,,,80000
CA09110004,2002/10/23,續予處分,內湖,大湖,四,521,1500,未依規定期限改正,,,150000
CA09110005,2002/10/29,結案,士林,天玉,三,420,500,未經申請開挖整地,是,2004/10/29,60000
CA09111001,2002/11/11,結案,文山,老泉,二,;534;,60,未經申請開挖整地,,,60000
CA09111002,2002/11/11,結案,內湖,文德,三,262-2,500,未依核定計畫施工,,,60000
CA09111003,2002/11/11,結案,士林,華岡,一,;91;,100,未依核定計畫施工,,,60000
CA09111004,2002/11/18,結案,信義,福德,四,242,150,未經申請開挖整地,,,60000
CA09111005,2002/11/21,結案,中山,北安,一,81,45,未經申請開挖整地,,,60000
CA09111006,2002/11/27,續予處分,士林,新安,五,252,200,未經申請開挖整地,是,2004/12/4,60000
CA09112001,2002/12/2,結案,北投,新民,四,9,30,未經申請開挖整地,,,60000
CA09112002,2002/12/6,結案,士林,平等,三,;;459;;,40,未經申請開挖整地,是,2004/12/11,60000
CA09112003,2002/12/9,結案,北投,湖山,三,682-2,100,堆積土石,是,2004/12/11,60000
CA09112004,2002/12/13,結案,南港,舊莊,四,279,450,未經申請開挖整地,是,2004/12/13,60000
CA09112005,2002/12/19,結案,北投,新民,四,9,33,未依規定期限改正,是,2004/12/19,80000
CA09112006,2002/12/20,結案,文山,政大,三,136,450,未經申請開挖整地,是,2004/12/20,60000
CA09112007,2002/12/26,結案,北投,新民,四,9,33,未經申請開挖整地,是,2004/12/26,100000
CA09112008,2002/12/27,結案,士林,天玉,三,460-1,30,未依核定計畫施工,,,60000
CA09201001,2003/1/10,結案,信義,福德,四,242,300,未經申請開挖整地,,,60000
CA09201005,2003/1/15,結案,士林,翠山,二,451,1100,未依核定計畫施工,,,100000
CA09201003,2003/1/15,續予處分,北投,溫泉,一,38,110,未依核定計畫施工,,,60000
CA09201002,2003/1/16,續予處分,士林,新安,二,391,600,未經申請開挖整地,,,60000
CA09202002,2003/2/10,結案,文山,博嘉,三,847,40,未經申請開挖整地,,,60000
CA09202001,2003/2/11,結案,南港,舊莊,四,44,650,未依規定期限改正,,,100000
CA09202008,2003/2/14,續予處分,北投,秀山,三,307,250,未經申請開挖整地,是,2005/2/14,60000
CA09202011,2003/2/18,結案,內湖,大湖,四,521,1500,未依規定期限改正,,,200000
CA09202010,2003/2/20,結案,南港,中南,四,788,150,未經申請開挖整地,是,2005/2/20,60000
CA09202005,2003/2/21,續予處分,北投,行義,一,76,400,未經申請開挖整地,,,60000
CA09202004,2003/2/24,結案,士林,新安,二,391,600,未依規定期限改正,是,2005/3/5,80000
CA09202003,2003/2/24,結案,士林,新安,五,252,500,未依規定期限改正,,,100000
CA09202009,2003/2/26,結案,士林,力行,一,110,80,未經申請開挖整地,,,60000
CA09203008,2003/3/17,結案,北投,湖山,三,516-1,400,未經申請開挖整地,是,2005/3/19,60000
CA09203006,2003/3/19,續予處分,文山,老泉,二,63,400,未經申請開挖整地,,,80000
CA09203002,2003/3/20,結案,文山,指南,三,607,50,未經申請開挖整地,是,2005/3/20,60000
CA09203001,2003/3/25,結案,中山,北安,四,145,400,未經申請開挖整地,,,60000
CA09203009,2003/3/26,結案,大安,辛亥,四,586,40,未經申請開挖整地,,,60000
CA09203003,2003/3/31,續予處分,內湖,大湖,一,111,30,未經申請開挖整地,,,60000
CA09203010,2003/3/31,續予處分,內湖,文德,三,352-1,2300,未依核定計畫施工,,,150000
CA09204003,2003/4/4,結案,北投,行義,一,67,10,未經申請開挖整地,,,60000
CA09204005,2003/4/10,結案,北投,行義,一,70,3000,未經申請開挖整地,,,150000
CA09204001,2003/4/24,結案,內湖,石潭,二,45,20,未經申請開挖整地,,,60000
CA09205008,2003/5/5,續予處分,士林,至善,四,166,7000,未依規定期限改正,是,2005/5/7,300000
CA09205009,2003/5/5,撤銷,北投,桃源,二,;602;,100,未經申請開挖整地,,,60000
CA09205006,2003/5/6,撤銷,北投,湖山,三,;;711;;,60,未經申請開挖整地,,,60000
CA09205003,2003/5/9,結案,北投,秀山,三,315,250,未依規定期限改正,,,80000
CA09205004,2003/5/15,結案,北投,行義,一,50,300,未經申請開挖整地,,,60000
CA09205002,2003/5/19,續予處分,士林,天玉,一,;545;,1000,未依規定期限改正,,,300000
CA09205011,2003/5/29,續予處分,文山,草湳,三,203,800,未依核定計畫施工,,,80000
CA09205007,2003/5/30,結案,士林,新安,四,11,1800,未依核定計畫施工,,,100000
CA09205010,2003/5/30,續予處分,北投,溫泉,一,38,110,未依規定期限改正,,,80000
CA09206001,2003/6/5,結案,士林,至善,七,197,300,未經申請開挖整地,,,60000
CA09206007,2003/6/6,結案,士林,翠山,二,380,500,未經申請開挖整地,,,60000
CA09206006,2003/6/11,結案,士林,力行,一,110,100,未經申請開挖整地,,,60000
CA09206002,2003/6/17,續予處分,文山,老泉,二,63,400,未依規定期限改正,,,100000
CA09206003,2003/6/27,撤銷,內湖,康寧,二,91,1300,未經申請開挖整地,,,100000
CA09206004,2003/6/30,結案,內湖,石潭,二,314,950,未經申請開挖整地,,,80000
CA09207010,2003/7/2,續予處分,士林,天玉,一,;545;,3000,未依規定期限改正,,,300000
CA09207004,2003/7/4,結案,北投,溫泉,一,38,110,未依規定期限改正,,,100000
CA09207013,2003/7/4,結案,內湖,石潭,二,32,950,未經申請開挖整地,,,80000
CA09207009,2003/7/18,結案,北投,湖山,三,757,200,未依核定計畫施工,,,60000
CA09207002,2003/7/23,結案,南港,麗山,四,395,80,未依核定計畫施工,,,60000
CA09207011,2003/7/29,結案,士林,翠山,二,56,159,未經申請開挖整地,,,60000
CA09207006,2003/7/30,結案,文山,老泉,二,317,40,未經申請開挖整地,,,60000
CA09207012,2003/7/31,結案,信義,祥和,四,32,40,未經申請開挖整地,,,60000
CA09208009,2003/8/14,結案,士林,菁山,二,77,300,未經申請開挖整地,是,2005/8/14,60000
CA09208003,2003/8/14,結案,北投,湖山,三,329,50,未經申請開挖整地,是,2005/8/14,60000
CA09208008,2003/8/14,續予處分,北投,行義,一,107,230,未經申請開挖整地,,,60000
CA09208001,2003/8/27,續予處分,文山,老泉,二,63,400,未依規定期限改正,,,150000
CA09208004,2003/8/28,續予處分,北投,桃源,三,195-5,60,未經申請開挖整地,,,60000
CA09208006,2003/8/29,續予處分,內湖,大湖,一,111,30,未依規定期限改正,,,80000
CA09209003,2003/9/1,續予處分,士林,至善,四,;731;,100,未依核定計畫施工,,,60000
CA09209004,2003/9/2,續予處分,士林,天玉,一,;621;,100,未依規定期限改正,,,300000
CA09209005,2003/9/4,續予處分,士林,天玉,一,545,2500,未依規定期限改正,,,300000
CA09209002,2003/9/4,結案,內湖,碧山,一,127,7,未經申請開挖整地,,,60000
CA09209007,2003/9/4,結案,內湖,康寧,一,71,10,未依核定計畫施工,,,60000
CA09209006,2003/9/4,續予處分,士林,天玉,一,;639;,50,未依規定期限改正,,,300000
CA09209008,2003/9/10,結案,信義,福德,四,190,50,堆積土石,,,60000
CA09209009,2003/9/17,結案,內湖,康寧,二,91,1300,未經申請開挖整地,,,100000
CA09209012,2003/9/24,續予處分,北投,行義,一,;48;,800,未經申請開挖整地,,,80000
CA09209010,2003/9/26,撤銷,內湖,文德,三,433-10,100,未經申請開挖整地,,,60000
CA09209001,2003/9/29,結案,文山,草湳,三,203,800,未依規定期限改正,,,100000
CA09209011,2003/9/30,撤銷,士林,天玉,一,626,100,未依規定期限改正,,,300000
CA09210002,2003/10/2,結案,內湖,康寧,一,322,10,未依核定計畫施工,,,60000
CA09210003,2003/10/7,結案,北投,桃源,三,195-5,60,未依規定期限改正,,,80000
CA09210013,2003/10/9,結案,南港,舊莊,二,273,250,未經申請開挖整地,是,2005/10/9,60000
CA09210004,2003/10/14,續予處分,內湖,碧湖,一,52,450,未經申請開挖整地,,,60000
CA09210001,2003/10/16,結案,南港,中南,一,535-2,6000,堆積土石,,,300000
CA09210005,2003/10/16,續予處分,北投,行義,一,;38;,300,未經申請開挖整地,,,100000
CA09210007,2003/10/20,續予處分,內湖,大湖,一,111,30,未依規定期限改正,,,100000
CA09210006,2003/10/21,結案,士林,翠山,一,174-8,300,堆積土石,是,2005/10/21,60000
CA09210008,2003/10/21,結案,士林,天玉,一,170,20,未依核定計畫施工,,,60000
CA09210009,2003/10/21,續予處分,內湖,文德,三,433-10,100,未經申請開挖整地,,,60000
CA09210010,2003/10/27,撤銷,北投,行義,一,;49;,100,未經申請開挖整地,,,300000
CA09210011,2003/10/29,結案,北投,行義,一,107,230,未依規定期限改正,,,80000
CA09210012,2003/10/31,續予處分,北投,行義,一,70,400,未依規定期限改正,,,80000
CA09211001,2003/11/10,續予處分,士林,天玉,一,626,300,未依規定期限改正,,,300000
CA09211002,2003/11/20,結案,大安,辛亥,四,744,300,未經申請開挖整地,,,60000
CA09211003,2003/11/20,結案,士林,至善,四,;731;,200,未依規定期限改正,,,80000
CA09211004,2003/11/21,結案,北投,湖田,一,199,60,未經申請開挖整地,,,60000
CA09212001,2003/12/3,結案,北投,行義,一,580,500,未經申請開挖整地,,,60000
CA09212002,2003/12/10,結案,北投,泉源,三,;164-2;,200,未依規定期限改正,,,80000
CA09212003,2003/12/15,結案,北投,桃源,三,96,360,未依核定計畫施工,,,60000
CA09212007,2003/12/16,結案,士林,天玉,一,889,75,未依核定計畫施工,,,60000
CA09301011,2003/12/16,續予處分,文山,老泉,二,63,400,未依規定期限改正,,,200000
CA09212004,2003/12/17,續予處分,北投,行義,一,49,100,未依規定期限改正,,,100000
CA09212006,2003/12/18,撤銷,士林,華岡,三,;316;,50,未依核定計畫施工,,,60000
CA09301010,2003/12/18,結案,士林,力行,二,164-2,240,未依核定計畫施工,,,60000
CA09212005,2003/12/18,續予處分,士林,天玉,一,593,300,未依規定期限改正,,,300000
CA09301009,2003/12/30,結案,士林,力行,一,56,40,未經申請開挖整地,,,60000
CA09301001,2004/1/5,續予處分,內湖,文德,三,433-10,100,未依規定期限改正,,,80000
CA09301002,2004/1/5,結案,南港,大豐,三,709,450,未經申請開挖整地,,,60000
CA09301005,2004/1/12,續予處分,士林,天玉,一,625,60,未依規定期限改正,,,300000
CA09301003,2004/1/13,結案,南港,中南,一,535-1,500,未經申請開挖整地,,,60000
CA09301008,2004/1/13,結案,內湖,文德,三,352-4,1205,未依核定計畫施工,是,2006/1/20,100000
CA09301004,2004/1/27,結案,內湖,大湖,一,111,30,未依規定期限改正,,,150000
CA09301006,2004/1/27,續予處分,文山,政大,三,137,200,未經申請開挖整地,是,2006/1/27,60000
CA09301007,2004/1/29,結案,內湖,文德,三,363-1,2300,未依規定期限改正,,,200000
CA09302001,2004/2/5,結案,北投,桃源,三,38,250,未經申請開挖整地,,,60000
CA09302002,2004/2/12,續予處分,士林,菁山,一,39,9000,未經申請開挖整地,,,300000
CA09302003,2004/2/12,續予處分,士林,天玉,一,;593;,135,未依規定期限改正,,,300000
CA09302004,2004/2/20,續予處分,士林,天玉,一,;592;,1950,未依規定期限改正,,,300000
CA09302005,2004/2/23,續予處分,士林,天玉,一,;610;,90,未依規定期限改正,,,300000
CA09302006,2004/2/24,續予處分,士林,天玉,一,;612;,45,未依規定期限改正,,,300000
CA09303001,2004/3/11,續予處分,士林,天玉,一,;635;,1000,未依規定期限改正,,,300000
CA09303002,2004/3/12,結案,文山,老泉,二,65,400,未依規定期限改正,,,300000
CA09303003,2004/3/12,結案,內湖,碧山,二,380,600,未依技術規範實施,是,2006/3/12,80000
CA09303004,2004/3/16,續予處分,士林,天玉,一,;635;,1000,未依規定期限改正,,,300000
CA09303005,2004/3/19,續予處分,文山,政大,三,131,200,未依規定期限改正,,,80000
CA09303007,2004/3/23,續予處分,北投,行義,一,67,400,未依規定期限改正,,,100000
CA09303008,2004/3/23,續予處分,士林,天玉,一,;621;,500,未依規定期限改正,,,300000
CA09303006,2004/3/25,續予處分,士林,至善,四,202,1100,未依規定期限改正,,,300000
CA09304001,2004/4/6,結案,北投,行義,一,333,500,未經申請開挖整地,,,60000
CA09304002,2004/4/7,結案,士林,翠山,一,172-2,10,未經申請開挖整地,,,60000
CA09304004,2004/4/9,結案,北投,泉源,一,336-3,20,未依核定計畫施工,,,60000
CA09304003,2004/4/16,結案,北投,湖山,三,637,200,未經申請開挖整地,是,2006/4/16,60000
CA09304005,2004/4/19,續予處分,士林,天玉,一,;635;,900,未依規定期限改正,,,300000
CA09304006,2004/4/20,續予處分,士林,天玉,一,;635;,200,未依規定期限改正,,,300000
CA09304007,2004/4/20,結案,內湖,碧山,一,417,30,未經申請開挖整地,,,60000
CA09304008,2004/4/27,續予處分,北投,湖山,三,897,50,未經申請開挖整地,,,60000
CA09305002,2004/5/4,續予處分,士林,天玉,一,;610;,300,未依規定期限改正,,,300000
CA09305001,2004/5/5,續予處分,士林,力行,三,37,200,未經申請開挖整地,是,2006/5/5,60000
CA09305003,2004/5/10,結案,信義,永春,三,127,250,未依核定計畫施工,,,60000
CA09305004,2004/5/10,續予處分,北投,泉源,三,;506;,4300,未經申請開挖整地,,,300000
CA09305005,2004/5/11,續予處分,士林,天玉,一,;635;,700,未依規定期限改正,,,300000
CA09305006,2004/5/11,結案,內湖,石潭,二,300,300,未經申請開挖整地,,,60000
CA09305007,2004/5/13,結案,北投,行義,一,53,200,未經申請開挖整地,,,60000
CA09305008,2004/5/13,續予處分,士林,天玉,一,628,200,未依規定期限改正,,,300000
CA09305009,2004/5/14,結案,內湖,大湖,四,523,40,未經申請開挖整地,,,60000
