時間,區,村里,村里代碼,年齡區間,性別,案件類型,總計
111年9月,萬華區,南港里,不明,12-未滿18歲,2,兒少保護,1
111年9月,萬華區,新富里,不明,20-未滿40歲,2,其他家虐,2
111年9月,萬華區,不明,不明,20-未滿40歲,2,婚姻暴力,4
111年9月,萬華區,不明,不明,20-未滿40歲,1,其他家虐,2
111年9月,萬華區,不明,不明,40-未滿65歲,2,不明,1
111年9月,萬華區,不明,不明,40-未滿65歲,2,其他家虐,3
111年9月,萬華區,不明,不明,40-未滿65歲,2,婚姻暴力,3
111年9月,萬華區,不明,不明,65歲以上,2,老人虐待,1
111年9月,萬華區,不明,不明,65歲以上,2,其他家虐,1
111年9月,萬華區,不明,不明,6-未滿12歲,2,兒少保護,1
111年9月,萬華區,不明,不明,6-未滿12歲,2,其他家虐,1
111年9月,萬華區,不明,不明,6-未滿12歲,1,不明,1
111年9月,萬華區,不明,不明,6-未滿12歲,1,兒少保護,1
111年9月,萬華區,不明,不明,未滿6歲,2,其他家虐,1
111年9月,萬華區,不明,不明,未滿6歲,1,非保護性案件,1
111年9月,萬華區,不明,63000070024,65歲以上,1,老人虐待,1
111年9月,萬華區,不明,63000070022,20-未滿40歲,2,非保護性案件,1
111年9月,萬華區,和德里,63000070027,65歲以上,1,老人虐待,1
111年9月,萬華區,忠德里,63000070035,6-未滿12歲,2,不明,1
111年9月,萬華區,保德里,63000070007,40-未滿65歲,2,婚姻暴力,1
111年9月,萬華區,凌霄里,63000070018,20-未滿40歲,2,婚姻暴力,1
111年9月,萬華區,富民里,63000070002,65歲以上,2,婚姻暴力,1
111年9月,萬華區,華江里,63000070001,40-未滿65歲,2,其他家虐,1
111年9月,萬華區,萬壽里,63000070017,12-未滿18歲,1,不明,1
111年9月,萬華區,福星里,63000070025,40-未滿65歲,2,其他家虐,1
111年9月,萬華區,綠堤里,63000070025,65歲以上,2,老人虐待,1
111年9月,萬華區,錦德里,63000070036,40-未滿65歲,2,婚姻暴力,1
111年9月,萬華區,錦德里,63000070036,65歲以上,1,其他家虐,1
111年10月,士林區,騰雲里,不明,12-未滿18歲,2,不明,1
111年10月,士林區,騰雲里,不明,12-未滿18歲,2,兒少保護,1
111年10月,士林區,不明,不明,12-未滿18歲,2,非保護性案件,2
111年10月,士林區,不明,不明,12-未滿18歲,1,不明,2
111年10月,士林區,不明,不明,12-未滿18歲,1,非保護性案件,1
111年10月,士林區,不明,不明,18-未滿20歲,2,不明,1
111年10月,士林區,不明,不明,18-未滿20歲,2,婚姻暴力,1
111年10月,士林區,不明,不明,20-未滿40歲,2,不明,3
111年10月,士林區,不明,不明,20-未滿40歲,2,其他家虐,3
111年10月,士林區,不明,不明,20-未滿40歲,2,非保護性案件,1
111年10月,士林區,不明,不明,20-未滿40歲,2,婚姻暴力,7
111年10月,士林區,不明,不明,20-未滿40歲,1,不明,1
111年10月,士林區,不明,不明,40-未滿65歲,2,其他家虐,2
111年10月,士林區,不明,不明,65歲以上,2,老人虐待,2
111年10月,士林區,不明,不明,未滿6歲,2,不明,1
111年10月,士林區,不明,不明,未滿6歲,2,非保護性案件,1
111年10月,士林區,不明,63000110040,20-未滿40歲,1,不明,1
111年10月,士林區,不明,63000110011,65歲以上,1,老人虐待,1
111年10月,士林區,天山里,63000110025,40-未滿65歲,1,婚姻暴力,1
111年10月,士林區,百齡里,63000110019,6-未滿12歲,2,非保護性案件,1
111年10月,士林區,岩山里,63000110031,40-未滿65歲,1,其他家虐,1
111年10月,士林區,社子里,63000110008,20-未滿40歲,2,婚姻暴力,1
111年10月,士林區,芝山里,63000110046,40-未滿65歲,1,其他家虐,1
111年10月,士林區,後港里,63000110002,20-未滿40歲,2,婚姻暴力,1
111年10月,士林區,陽明里,63000110029,20-未滿40歲,2,其他家虐,1
111年10月,士林區,義信里,63000110017,12-未滿18歲,2,兒少保護,1
111年10月,士林區,聖山里,63000110017,12-未滿18歲,1,兒少保護,1
111年10月,士林區,葫蘆里,63000110017,6-未滿12歲,1,兒少保護,1
111年10月,士林區,葫蘆里,63000110004,40-未滿65歲,2,其他家虐,1
111年10月,士林區,葫蘆里,63000110028,20-未滿40歲,2,其他家虐,1
111年10月,士林區,福德里,63000110035,65歲以上,2,老人虐待,1
111年10月,大同區,德華里,不明,12-未滿18歲,2,兒少保護,1
111年10月,大同區,蘭興里,不明,12-未滿18歲,1,其他家虐,1
111年10月,大同區,不明,不明,20-未滿40歲,2,非保護性案件,1
111年10月,大同區,不明,不明,20-未滿40歲,2,婚姻暴力,1
111年10月,大同區,不明,不明,40-未滿65歲,2,婚姻暴力,1
111年10月,大同區,不明,不明,6-未滿12歲,2,兒少保護,1
111年10月,大同區,不明,不明,未滿6歲,2,非保護性案件,1
111年10月,大同區,不明,63000060013,20-未滿40歲,2,婚姻暴力,3
111年10月,大同區,不明,63000060005,20-未滿40歲,2,其他家虐,1
111年10月,大同區,民權里,63000060022,40-未滿65歲,2,婚姻暴力,1
111年10月,大同區,永樂里,63000060026,6-未滿12歲,1,不明,1
111年10月,大同區,至聖里,63000060025,6-未滿12歲,2,兒少保護,2
111年10月,大同區,保安里,63000060017,40-未滿65歲,2,婚姻暴力,1
111年10月,大同區,重慶里,63000060018,12-未滿18歲,2,非保護性案件,1
111年10月,大同區,國順里,63000060020,65歲以上,2,婚姻暴力,1
111年10月,大同區,國慶里,63000060015,40-未滿65歲,2,非保護性案件,1
111年10月,大同區,斯文里,63000060015,40-未滿65歲,2,婚姻暴力,1
111年10月,大同區,隆和里,63000060015,6-未滿12歲,2,不明,1
111年10月,大同區,隆和里,63000060011,20-未滿40歲,2,婚姻暴力,1
111年10月,大同區,隆和里,63000060011,65歲以上,2,婚姻暴力,1
111年10月,大安區,雙連里,不明,12-未滿18歲,1,兒少保護,1
111年10月,大安區,雙連里,不明,12-未滿18歲,1,非保護性案件,1
111年10月,大安區,不明,不明,18-未滿20歲,2,其他家虐,1
111年10月,大安區,不明,不明,20-未滿40歲,2,其他家虐,4
111年10月,大安區,不明,不明,20-未滿40歲,2,婚姻暴力,2
111年10月,大安區,不明,不明,20-未滿40歲,1,其他家虐,1
111年10月,大安區,不明,不明,40-未滿65歲,2,不明,1
111年10月,大安區,不明,不明,40-未滿65歲,1,非保護性案件,1
111年10月,大安區,不明,不明,40-未滿65歲,1,婚姻暴力,2
111年10月,大安區,不明,不明,65歲以上,1,不明,1
111年10月,大安區,不明,不明,6-未滿12歲,1,非保護性案件,1
111年10月,大安區,不明,不明,未滿6歲,1,兒少保護,1
111年10月,大安區,不明,不明,未滿6歲,1,非保護性案件,1
111年10月,大安區,不明,63000030002,40-未滿65歲,2,婚姻暴力,1
111年10月,大安區,不明,63000030052,40-未滿65歲,2,婚姻暴力,1
111年10月,大安區,仁慈里,63000030004,20-未滿40歲,1,婚姻暴力,1
111年10月,大安區,正聲里,63000030010,12-未滿18歲,2,其他家虐,1
111年10月,大安區,民炤里,63000030029,40-未滿65歲,2,其他家虐,1
111年10月,大安區,光武里,63000030029,40-未滿65歲,2,婚姻暴力,1
111年10月,大安區,住安里,63000030029,未滿6歲,2,不明,1
111年10月,大安區,住安里,63000030034,20-未滿40歲,2,婚姻暴力,1
111年10月,大安區,住安里,63000030049,40-未滿65歲,2,婚姻暴力,1
111年10月,大安區,法治里,63000030023,40-未滿65歲,2,其他家虐,1
111年10月,大安區,建安里,63000030009,65歲以上,2,老人虐待,1
111年10月,大安區,新龍里,63000030001,20-未滿40歲,2,婚姻暴力,1
111年10月,大安區,誠安里,63000030057,20-未滿40歲,1,不明,1
111年10月,大安區,德安里,63000030028,40-未滿65歲,2,其他家虐,1
111年10月,大安區,學府里,63000030011,40-未滿65歲,2,婚姻暴力,1
111年10月,大安區,龍生里,63000030011,65歲以上,1,婚姻暴力,1
111年10月,大安區,龍坡里,63000030040,40-未滿65歲,1,婚姻暴力,1
111年10月,大安區,龍坡里,63000030022,20-未滿40歲,2,不明,1
111年10月,不明,龍淵里,不明,12-未滿18歲,2,不明,1
111年10月,不明,龍圖里,不明,12-未滿18歲,2,其他家虐,2
111年10月,不明,不明,不明,12-未滿18歲,2,非保護性案件,2
111年10月,不明,不明,不明,12-未滿18歲,1,不明,4
111年10月,不明,不明,不明,18-未滿20歲,2,其他家虐,1
111年10月,不明,不明,不明,18-未滿20歲, ,不明,1
111年10月,不明,不明,不明,20-未滿40歲,2,不明,3
111年10月,不明,不明,不明,20-未滿40歲,2,其他家虐,2
111年10月,不明,不明,不明,20-未滿40歲,2,婚姻暴力,1
111年10月,不明,不明,不明,20-未滿40歲,1,其他家虐,1
111年10月,不明,不明,不明,40-未滿65歲,2,其他家虐,1
111年10月,不明,不明,不明,40-未滿65歲,2,非保護性案件,2
111年10月,不明,不明,不明,40-未滿65歲,1,其他家虐,2
111年10月,不明,不明,不明,65歲以上,2,不明,1
111年10月,不明,不明,不明,65歲以上,2,老人虐待,1
111年10月,不明,不明,不明,65歲以上, ,不明,2
111年10月,不明,不明,不明,65歲以上, ,兒少保護,1
111年10月,不明,不明,不明,65歲以上, ,非保護性案件,1
111年10月,不明,不明,不明,65歲以上,1,兒少保護,1
111年10月,不明,不明,不明,6-未滿12歲,2,兒少保護,1
111年10月,不明,不明,不明,6-未滿12歲,1,不明,1
111年10月,不明,不明,不明,未滿6歲,2,兒少保護,1
111年10月,不明,不明,不明,未滿6歲,2,其他家虐,1
111年10月,不明,不明,不明,未滿6歲,2,非保護性案件,1
111年10月,不明,不明,不明,未滿6歲,1,不明,1
111年10月,不明,不明,不明,未滿6歲,1,兒少保護,3
111年10月,不明,不明,不明,未滿6歲,1,非保護性案件,4
111年10月,中山區,不明,63000040027,20-未滿40歲,2,其他家虐,1
111年10月,中山區,下埤里,不明,12-未滿18歲,2,其他家虐,1
111年10月,中山區,不明,不明,12-未滿18歲,2,非保護性案件,1
111年10月,中山區,不明,不明,18-未滿20歲,2,其他家虐,1
111年10月,中山區,不明,不明,20-未滿40歲,2,其他家虐,4
111年10月,中山區,不明,不明,20-未滿40歲,2,婚姻暴力,1
111年10月,中山區,不明,不明,20-未滿40歲,1,其他家虐,1
111年10月,中山區,不明,不明,20-未滿40歲,1,婚姻暴力,1
111年10月,中山區,不明,不明,40-未滿65歲,2,不明,2
111年10月,中山區,不明,不明,40-未滿65歲,2,其他家虐,1
111年10月,中山區,不明,不明,6-未滿12歲,2,兒少保護,1
111年10月,中山區,不明,不明,6-未滿12歲,1,兒少保護,1
111年10月,中山區,不明,63000040033,40-未滿65歲,2,婚姻暴力,1
111年10月,中山區,中央里,63000040033,40-未滿65歲,1,其他家虐,1
111年10月,中山區,中央里,63000040030,20-未滿40歲,2,婚姻暴力,1
111年10月,中山區,中吉里,63000040002,20-未滿40歲,2,不明,1
111年10月,中山區,正義里,63000040002,20-未滿40歲,2,婚姻暴力,1
111年10月,中山區,正義里,63000040002,40-未滿65歲,1,婚姻暴力,1
111年10月,中山區,正義里,63000040029,40-未滿65歲,2,其他家虐,1
111年10月,中山區,江山里,63000040028,40-未滿65歲,2,婚姻暴力,1
111年10月,中山區,江寧里,63000040026,20-未滿40歲,2,婚姻暴力,1
111年10月,中山區,行孝里,63000040024,20-未滿40歲,2,非保護性案件,1
111年10月,中山區,行政里,63000040024,20-未滿40歲,2,婚姻暴力,1
111年10月,中山區,行政里,63000040024,40-未滿65歲,2,婚姻暴力,1
111年10月,中山區,行政里,63000040021,20-未滿40歲,2,其他家虐,1
111年10月,中山區,松江里,63000040021,20-未滿40歲,1,婚姻暴力,1
111年10月,中山區,松江里,63000040021,65歲以上,2,婚姻暴力,1
111年10月,中山區,松江里,63000040041,12-未滿18歲,2,其他家虐,1
111年10月,中山區,金泰里,63000040041,40-未滿65歲,2,婚姻暴力,1
111年10月,中山區,金泰里,63000040040,40-未滿65歲,2,婚姻暴力,1
111年10月,中山區,復華里,63000040011,20-未滿40歲,2,婚姻暴力,1
111年10月,中山區,晴光里,63000040018,40-未滿65歲,2,婚姻暴力,1
111年10月,中山區,新喜里,63000040018,40-未滿65歲,1,其他家虐,1
111年10月,中山區,新喜里,63000040018,未滿6歲,1,兒少保護,2
111年10月,中山區,新喜里,63000040020,40-未滿65歲,2,其他家虐,1
111年10月,中山區,新福里,63000040007,20-未滿40歲,2,婚姻暴力,1
111年10月,中山區,聚盛里,63000040032,20-未滿40歲,2,婚姻暴力,1
111年10月,中正區,興亞里,不明,12-未滿18歲, ,不明,1
111年10月,中正區,不明,不明,20-未滿40歲,2,不明,1
111年10月,中正區,不明,不明,20-未滿40歲,2,其他家虐,3
111年10月,中正區,不明,不明,20-未滿40歲,2,非保護性案件,1
111年10月,中正區,不明,不明,20-未滿40歲,2,婚姻暴力,2
111年10月,中正區,不明,不明,40-未滿65歲,2,其他家虐,1
111年10月,中正區,不明,不明,40-未滿65歲,1,其他家虐,3
111年10月,中正區,不明,不明,40-未滿65歲,1,非保護性案件,1
111年10月,中正區,不明,不明,40-未滿65歲,1,婚姻暴力,1
111年10月,中正區,不明,不明,65歲以上,2,老人虐待,2
111年10月,中正區,不明,不明,65歲以上,1,非保護性案件,1
111年10月,中正區,不明,63000050003,20-未滿40歲,2,其他家虐,1
111年10月,中正區,文盛里,63000050003,65歲以上,2,婚姻暴力,1
111年10月,中正區,文盛里,63000050003,未滿6歲,2,非保護性案件,1
111年10月,中正區,文盛里,63000050014,40-未滿65歲,2,婚姻暴力,1
111年10月,中正區,忠勤里,63000050014,40-未滿65歲,1,婚姻暴力,1
111年10月,中正區,忠勤里,63000050005,12-未滿18歲,2,兒少保護,1
111年10月,中正區,河堤里,63000050019,65歲以上,2,婚姻暴力,1
111年10月,中正區,南福里,63000050015,40-未滿65歲,2,婚姻暴力,1
111年10月,中正區,廈安里,63000050009,40-未滿65歲,2,其他家虐,1
111年10月,中正區,螢圃里,63000050020,65歲以上,2,婚姻暴力,1
111年10月,內湖區,龍福里,不明,12-未滿18歲,2,其他家虐,6
111年10月,內湖區,不明,不明,12-未滿18歲,1,不明,1
111年10月,內湖區,不明,不明,12-未滿18歲,1,其他家虐,1
111年10月,內湖區,不明,不明,20-未滿40歲,2,不明,1
111年10月,內湖區,不明,不明,20-未滿40歲,2,其他家虐,1
111年10月,內湖區,不明,不明,20-未滿40歲,2,婚姻暴力,7
111年10月,內湖區,不明,不明,20-未滿40歲,1,其他家虐,1
111年10月,內湖區,不明,不明,40-未滿65歲,2,其他家虐,3
111年10月,內湖區,不明,不明,40-未滿65歲,2,非保護性案件,1
111年10月,內湖區,不明,不明,40-未滿65歲,2,婚姻暴力,1
111年10月,內湖區,不明,不明,40-未滿65歲,1,婚姻暴力,1
111年10月,內湖區,不明,不明,65歲以上,2,其他家虐,1
111年10月,內湖區,不明,不明,65歲以上,1,老人虐待,1
111年10月,內湖區,不明,不明,65歲以上,1,婚姻暴力,1
111年10月,內湖區,不明,不明,6-未滿12歲,2,不明,1
111年10月,內湖區,不明,不明,6-未滿12歲,1,非保護性案件,1
111年10月,內湖區,不明,不明,未滿6歲,1,不明,1
111年10月,內湖區,不明,不明,未滿6歲,1,非保護性案件,2
111年10月,內湖區,不明,63000100031,40-未滿65歲,2,其他家虐,1
111年10月,內湖區,安湖里,63000100031,40-未滿65歲,1,其他家虐,1
111年10月,內湖區,安湖里,63000100027,20-未滿40歲,2,婚姻暴力,1
111年10月,內湖區,行善里,63000100003,65歲以上,2,婚姻暴力,1
111年10月,內湖區,西安里,63000100002,40-未滿65歲,2,婚姻暴力,1
111年10月,內湖區,西康里,63000100001,20-未滿40歲,1,不明,1
111年10月,內湖區,西康里,63000100001,40-未滿65歲,2,其他家虐,1
111年10月,內湖區,西湖里,63000100001,40-未滿65歲,1,其他家虐,1
111年10月,內湖區,西湖里,63000100023,40-未滿65歲,2,婚姻暴力,1
111年10月,內湖區,西湖里,63000100006,40-未滿65歲,2,其他家虐,1
111年10月,內湖區,東湖里,63000100007,40-未滿65歲,2,其他家虐,1
111年10月,內湖區,港都里,63000100007,40-未滿65歲,1,婚姻暴力,1
111年10月,內湖區,港富里,63000100008,40-未滿65歲,2,婚姻暴力,1
111年10月,內湖區,港富里,63000100030,40-未滿65歲,2,婚姻暴力,1
111年10月,內湖區,港華里,63000100010,20-未滿40歲,2,婚姻暴力,1
111年10月,內湖區,湖元里,63000100010,40-未滿65歲,1,其他家虐,1
111年10月,內湖區,湖濱里,63000100010,65歲以上, ,非保護性案件,1
111年10月,內湖區,湖濱里,63000100011,65歲以上,1,其他家虐,1
111年10月,內湖區,湖濱里,63000100016,20-未滿40歲,2,婚姻暴力,1
111年10月,內湖區,紫星里,63000100020,未滿6歲,1,不明,1
111年10月,內湖區,紫雲里,63000100015,65歲以上,2,婚姻暴力,1
111年10月,文山區,瑞陽里,不明,12-未滿18歲,2,其他家虐,3
111年10月,文山區,碧山里,不明,18-未滿20歲,2,其他家虐,1
111年10月,文山區,不明,不明,20-未滿40歲,2,其他家虐,2
111年10月,文山區,不明,不明,20-未滿40歲,2,婚姻暴力,7
111年10月,文山區,不明,不明,40-未滿65歲,2,其他家虐,1
111年10月,文山區,不明,不明,40-未滿65歲,2,婚姻暴力,1
111年10月,文山區,不明,不明,6-未滿12歲,2,兒少保護,1
111年10月,文山區,不明,不明,6-未滿12歲,2,非保護性案件,1
111年10月,文山區,不明,不明,未滿6歲,1,兒少保護,1
111年10月,文山區,不明,不明,未滿6歲,1,非保護性案件,1
111年10月,文山區,不明,63000080027,40-未滿65歲,2,其他家虐,1
111年10月,文山區,不明,63000080026,40-未滿65歲,2,其他家虐,1
111年10月,文山區,木柵里,63000080040,20-未滿40歲,2,婚姻暴力,1
111年10月,文山區,明興里,63000080040,40-未滿65歲,2,婚姻暴力,1
111年10月,文山區,政大里,63000080040,6-未滿12歲,2,非保護性案件,1
111年10月,文山區,政大里,63000080005,未滿6歲,2,非保護性案件,1
111年10月,文山區,政大里,63000080001,20-未滿40歲,2,婚姻暴力,1
111年10月,文山區,景仁里,63000080002,40-未滿65歲,2,婚姻暴力,1
111年10月,文山區,景行里,63000080006,20-未滿40歲,1,其他家虐,1
111年10月,文山區,景東里,63000080024,40-未滿65歲,2,不明,1
111年10月,文山區,景華里,63000080029,40-未滿65歲,1,其他家虐,1
111年10月,文山區,華興里,63000080007,6-未滿12歲,1,非保護性案件,1
111年10月,文山區,順興里,63000080033,20-未滿40歲,2,婚姻暴力,1
111年10月,文山區,萬有里,63000080033,40-未滿65歲,2,婚姻暴力,1
111年10月,文山區,萬芳里,63000080039,40-未滿65歲,2,其他家虐,1
111年10月,文山區,萬芳里,63000080009,20-未滿40歲,2,婚姻暴力,1
111年10月,文山區,萬美里,63000080009,20-未滿40歲,1,婚姻暴力,1
111年10月,文山區,萬隆里,63000080009,40-未滿65歲,1,其他家虐,1
111年10月,文山區,萬隆里,63000080035,40-未滿65歲,2,婚姻暴力,1
111年10月,文山區,萬隆里,63000080041,40-未滿65歲,2,其他家虐,1
111年10月,文山區,萬興里,63000080030,20-未滿40歲,1,婚姻暴力,1
111年10月,文山區,樟文里,63000080030,40-未滿65歲,2,婚姻暴力,1
111年10月,文山區,樟林里,63000080030,40-未滿65歲,1,婚姻暴力,1
111年10月,文山區,樟林里,63000080031,40-未滿65歲,2,婚姻暴力,1
111年10月,文山區,樟林里,63000080031,40-未滿65歲,1,婚姻暴力,1
111年10月,文山區,樟新里,63000080043,40-未滿65歲,2,其他家虐,1
111年10月,文山區,樟新里,63000080020,20-未滿40歲,2,其他家虐,1
111年10月,文山區,樟樹里,63000080020,6-未滿12歲,2,兒少保護,1
111年10月,文山區,興旺里,63000080016,65歲以上,2,老人虐待,1
111年10月,文山區,興旺里,63000080017,12-未滿18歲,1,兒少保護,1
111年10月,文山區,興得里,63000080019,65歲以上,2,婚姻暴力,1
111年10月,北投區,興業里,63000120037,40-未滿65歲,2,非保護性案件,1
111年10月,北投區,興福里,63000120018,6-未滿12歲,2,其他家虐,1
111年10月,北投區,一德里,不明,12-未滿18歲,2,其他家虐,3
111年10月,北投區,八仙里,不明,12-未滿18歲,2,非保護性案件,1
111年10月,北投區,不明,不明,12-未滿18歲,1,不明,1
111年10月,北投區,不明,不明,12-未滿18歲,1,其他家虐,1
111年10月,北投區,不明,不明,18-未滿20歲,2,不明,1
111年10月,北投區,不明,不明,18-未滿20歲,1,不明,1
111年10月,北投區,不明,不明,20-未滿40歲,2,其他家虐,4
111年10月,北投區,不明,不明,20-未滿40歲,2,婚姻暴力,2
111年10月,北投區,不明,不明,20-未滿40歲,1,其他家虐,1
111年10月,北投區,不明,不明,20-未滿40歲,1,婚姻暴力,1
111年10月,北投區,不明,不明,40-未滿65歲,2,不明,1
111年10月,北投區,不明,不明,40-未滿65歲,2,婚姻暴力,2
111年10月,北投區,不明,不明,40-未滿65歲,1,其他家虐,1
111年10月,北投區,不明,不明,40-未滿65歲,1,婚姻暴力,1
111年10月,北投區,不明,不明,65歲以上, ,非保護性案件,1
111年10月,北投區,不明,不明,6-未滿12歲,2,非保護性案件,1
111年10月,北投區,不明,不明,未滿6歲,2,兒少保護,1
111年10月,北投區,不明,不明,未滿6歲,1,兒少保護,1
111年10月,北投區,不明,63000040033,40-未滿65歲,1,婚姻暴力,1
111年10月,北投區,不明,63000120028,12-未滿18歲,2,兒少保護,1
111年10月,北投區,中央里,63000120028,40-未滿65歲,2,婚姻暴力,1
111年10月,北投區,中庸里,63000120033,6-未滿12歲,2,非保護性案件,1
111年10月,北投區,中庸里,63000120010,20-未滿40歲,2,其他家虐,1
111年10月,北投區,文化里,63000120016,20-未滿40歲,2,婚姻暴力,1
111年10月,北投區,永欣里,63000120026,40-未滿65歲,2,其他家虐,1
111年10月,北投區,立賢里,63000120023,未滿6歲,2,不明,1
111年10月,北投區,林泉里,63000120021,12-未滿18歲,1,不明,1
111年10月,北投區,長安里,63000120021,40-未滿65歲,2,不明,1
111年10月,北投區,清江里,63000120021,40-未滿65歲,1,不明,1
111年10月,北投區,清江里,63000120021,6-未滿12歲,2,不明,1
111年10月,松山區,清江里,63000010004,20-未滿40歲,2,婚姻暴力,1
111年10月,松山區,清江里,不明,12-未滿18歲,1,其他家虐,1
111年10月,松山區,三民里,不明,18-未滿20歲,2,其他家虐,1
111年10月,松山區,三民里,不明,20-未滿40歲,2,其他家虐,1
111年10月,松山區,不明,不明,20-未滿40歲,2,婚姻暴力,1
111年10月,松山區,不明,不明,20-未滿40歲,1,非保護性案件,1
111年10月,松山區,不明,不明,20-未滿40歲,1,婚姻暴力,2
111年10月,松山區,不明,不明,40-未滿65歲,2,婚姻暴力,1
111年10月,松山區,不明,不明,6-未滿12歲,2,不明,2
111年10月,松山區,不明,不明,6-未滿12歲,1,不明,1
111年10月,松山區,不明,不明,6-未滿12歲,1,非保護性案件,2
111年10月,松山區,不明,不明,未滿6歲,2,兒少保護,1
111年10月,松山區,不明,不明,未滿6歲,1,不明,2
111年10月,松山區,不明,不明,未滿6歲,1,兒少保護,1
111年10月,松山區,不明,不明,未滿6歲,1,非保護性案件,2
111年10月,松山區,不明,63000010021,20-未滿40歲,2,其他家虐,1
111年10月,松山區,不明,63000010013,40-未滿65歲,2,婚姻暴力,1
111年10月,松山區,不明,63000010003,40-未滿65歲,2,其他家虐,1
111年10月,松山區,自強里,63000010003,40-未滿65歲,1,婚姻暴力,1
111年10月,松山區,東昌里,63000010003,6-未滿12歲,2,不明,1
111年10月,松山區,東榮里,63000010028,40-未滿65歲,2,其他家虐,1
111年10月,松山區,東榮里,63000010018,12-未滿18歲,1,非保護性案件,1
111年10月,松山區,美仁里,63000010018,20-未滿40歲,2,其他家虐,1
111年10月,松山區,慈祐里,63000010018,40-未滿65歲,2,其他家虐,1
111年10月,松山區,慈祐里,63000010018,65歲以上,1,老人虐待,1
111年10月,松山區,慈祐里,63000010005,20-未滿40歲,2,非保護性案件,1
111年10月,信義區,慈祐里,63000020030,40-未滿65歲,1,其他家虐,1
111年10月,信義區,新益里,63000020031,6-未滿12歲,2,兒少保護,1
111年10月,信義區,三張里,63000020026,6-未滿12歲,1,不明,1
111年10月,信義區,三犁里,不明,12-未滿18歲,2,非保護性案件,1
111年10月,信義區,大道里,不明,12-未滿18歲,1,不明,1
111年10月,信義區,不明,不明,12-未滿18歲,1,非保護性案件,1
111年10月,信義區,不明,不明,20-未滿40歲,2,其他家虐,1
111年10月,信義區,不明,不明,20-未滿40歲,2,婚姻暴力,4
111年10月,信義區,不明,不明,20-未滿40歲,1,婚姻暴力,2
111年10月,信義區,不明,不明,40-未滿65歲,2,其他家虐,1
111年10月,信義區,不明,不明,40-未滿65歲,2,非保護性案件,1
111年10月,信義區,不明,不明,40-未滿65歲,2,婚姻暴力,3
111年10月,信義區,不明,不明,65歲以上,2,婚姻暴力,4
111年10月,信義區,不明,不明,未滿6歲,2,兒少保護,2
111年10月,信義區,不明,不明,未滿6歲,2,非保護性案件,2
111年10月,信義區,不明,不明,未滿6歲,1,不明,1
111年10月,信義區,不明,不明,未滿6歲,1,非保護性案件,2
111年10月,信義區,不明,63000020012,20-未滿40歲,1,其他家虐,1
111年10月,信義區,不明,63000020032,40-未滿65歲,2,其他家虐,1
111年10月,信義區,五常里,63000020014,65歲以上,1,老人虐待,1
111年10月,信義區,六合里,63000020022,未滿6歲,1,兒少保護,1
111年10月,信義區,永吉里,63000020023,40-未滿65歲,2,不明,1
111年10月,信義區,松友里,63000020033,40-未滿65歲,2,婚姻暴力,1
111年10月,信義區,松光里,63000020007,65歲以上,2,老人虐待,1
111年10月,信義區,泰和里,63000020035,40-未滿65歲,2,其他家虐,1
111年10月,信義區,敦厚里,63000020011,18-未滿20歲,1,不明,1
111年10月,信義區,景勤里,63000020011,40-未滿65歲,2,婚姻暴力,1
111年10月,信義區,雅祥里,63000020005,40-未滿65歲,2,其他家虐,1
111年10月,信義區,雅祥里,63000020040,未滿6歲,2,其他家虐,2
111年10月,信義區,新仁里,63000020003,40-未滿65歲,2,其他家虐,1
111年10月,信義區,黎忠里,63000020036,20-未滿40歲,2,婚姻暴力,1
111年10月,南港區,興隆里,不明,12-未滿18歲,2,非保護性案件,1
111年10月,南港區,雙和里,不明,12-未滿18歲,1,其他家虐,1
111年10月,南港區,不明,不明,20-未滿40歲,2,其他家虐,2
111年10月,南港區,不明,不明,20-未滿40歲,2,婚姻暴力,1
111年10月,南港區,不明,不明,20-未滿40歲,1,不明,1
111年10月,南港區,不明,不明,40-未滿65歲,2,其他家虐,1
111年10月,南港區,不明,不明,40-未滿65歲,2,婚姻暴力,2
111年10月,南港區,不明,不明,40-未滿65歲,1,不明,1
111年10月,南港區,不明,不明,40-未滿65歲,1,婚姻暴力,1
111年10月,南港區,不明,不明,65歲以上,2,婚姻暴力,1
111年10月,南港區,不明,不明,65歲以上,1,婚姻暴力,1
111年10月,南港區,不明,不明,6-未滿12歲,1,非保護性案件,1
111年10月,南港區,不明,不明,未滿6歲,2,不明,1
111年10月,南港區,不明,不明,未滿6歲,2,非保護性案件,1
111年10月,南港區,不明,不明,未滿6歲,1,非保護性案件,1
111年10月,南港區,不明,63000090017,65歲以上,2,老人虐待,1
111年10月,南港區,不明,63000090011,40-未滿65歲,2,婚姻暴力,1
111年10月,南港區,中研里,63000090008,未滿6歲,2,非保護性案件,1
111年10月,南港區,成福里,63000090005,40-未滿65歲,2,其他家虐,1
111年10月,南港區,西新里,63000090001,20-未滿40歲,2,婚姻暴力,1
111年10月,南港區,東新里,63000090020,12-未滿18歲,2,不明,1
111年10月,南港區,南港里,63000090020,40-未滿65歲,2,婚姻暴力,1
111年10月,南港區,重陽里,63000090006,65歲以上,2,婚姻暴力,1
111年10月,南港區,重陽里,63000090016,20-未滿40歲,2,婚姻暴力,1
111年10月,萬華區,新光里,不明,12-未滿18歲,2,其他家虐,1
111年10月,萬華區,舊莊里,不明,12-未滿18歲,1,不明,1
