時間,區,村里,村里代碼,年齡區間,性別,案件類型,總計
111年10月,萬華區,不明,不明,18-未滿20歲,2,不明,1
111年10月,萬華區,不明,不明,18-未滿20歲,2,其他家虐,1
111年10月,萬華區,不明,不明,18-未滿20歲,2,婚姻暴力,1
111年10月,萬華區,不明,不明,20-未滿40歲,2,其他家虐,1
111年10月,萬華區,不明,不明,20-未滿40歲,2,婚姻暴力,4
111年10月,萬華區,不明,不明,40-未滿65歲,2,不明,1
111年10月,萬華區,不明,不明,40-未滿65歲,2,其他家虐,1
111年10月,萬華區,不明,不明,40-未滿65歲,2,婚姻暴力,1
111年10月,萬華區,不明,不明,40-未滿65歲,1,其他家虐,1
111年10月,萬華區,不明,不明,65歲以上,2,非保護性案件,1
111年10月,萬華區,不明,不明,6-未滿12歲,2,兒少保護,1
111年10月,萬華區,不明,不明,6-未滿12歲,2,其他家虐,1
111年10月,萬華區,不明,不明,6-未滿12歲,2,非保護性案件,1
111年10月,萬華區,不明,不明,6-未滿12歲,1,兒少保護,1
111年10月,萬華區,不明,不明,未滿6歲,2,不明,1
111年10月,萬華區,不明,不明,未滿6歲,1,不明,1
111年10月,萬華區,不明,不明,未滿6歲,1,非保護性案件,1
111年10月,萬華區,不明,63000070020,20-未滿40歲,2,婚姻暴力,1
111年10月,萬華區,不明,63000070020,6-未滿12歲,2,非保護性案件,1
111年10月,萬華區,日善里,63000070024,65歲以上,2,老人虐待,1
111年10月,萬華區,日善里,63000070019,6-未滿12歲,2,非保護性案件,1
111年10月,萬華區,和德里,63000070007,20-未滿40歲,1,不明,1
111年10月,萬華區,柳鄉里,63000070014,12-未滿18歲,1,不明,1
111年10月,萬華區,富民里,63000070013,20-未滿40歲,2,婚姻暴力,1
111年10月,萬華區,新和里,63000070004,40-未滿65歲,2,婚姻暴力,1
111年10月,萬華區,新忠里,63000070001,18-未滿20歲,2,其他家虐,1
111年10月,萬華區,新起里,63000070028,20-未滿40歲,2,其他家虐,1
111年11月,士林區,福星里,不明,12-未滿18歲,2,非保護性案件,1
111年11月,士林區,銘德里,不明,18-未滿20歲,2,非保護性案件,1
111年11月,士林區,不明,不明,18-未滿20歲,1,其他家虐,1
111年11月,士林區,不明,不明,20-未滿40歲,2,其他家虐,3
111年11月,士林區,不明,不明,20-未滿40歲,2,婚姻暴力,4
111年11月,士林區,不明,不明,20-未滿40歲,1,其他家虐,1
111年11月,士林區,不明,不明,20-未滿40歲,1,婚姻暴力,1
111年11月,士林區,不明,不明,40-未滿65歲,2,婚姻暴力,5
111年11月,士林區,不明,不明,65歲以上,1,老人虐待,1
111年11月,士林區,不明,不明,6-未滿12歲,2,非保護性案件,3
111年11月,士林區,不明,不明,6-未滿12歲,1,非保護性案件,1
111年11月,士林區,不明,不明,未滿6歲,2,非保護性案件,2
111年11月,士林區,不明,63000110001,40-未滿65歲,2,不明,1
111年11月,士林區,不明,63000110001,40-未滿65歲,2,婚姻暴力,1
111年11月,士林區,仁勇里,63000110041,12-未滿18歲,1,非保護性案件,1
111年11月,士林區,仁勇里,63000110038,40-未滿65歲,2,婚姻暴力,1
111年11月,士林區,天玉里,63000110036,20-未滿40歲,2,婚姻暴力,1
111年11月,士林區,天壽里,63000110043,40-未滿65歲,1,其他家虐,1
111年11月,士林區,天福里,63000110030,40-未滿65歲,2,婚姻暴力,1
111年11月,士林區,永福里,63000110030,6-未滿12歲,2,不明,1
111年11月,士林區,忠誠里,63000110030,未滿6歲,1,不明,1
111年11月,士林區,忠誠里,63000110019,65歲以上,2,婚姻暴力,1
111年11月,士林區,忠誠里,63000110021,6-未滿12歲,2,兒少保護,1
111年11月,士林區,社子里,63000110020,12-未滿18歲,2,不明,1
111年11月,士林區,社園里,63000110031,20-未滿40歲,2,婚姻暴力,2
111年11月,士林區,社新里,63000110010,40-未滿65歲,2,其他家虐,1
111年11月,士林區,芝山里,63000110008,65歲以上,2,婚姻暴力,1
111年11月,士林區,前港里,63000110002,20-未滿40歲,2,婚姻暴力,1
111年11月,士林區,後港里,63000110018,20-未滿40歲,2,婚姻暴力,1
111年11月,士林區,義信里,63000110017,20-未滿40歲,2,婚姻暴力,1
111年11月,士林區,葫東里,63000110007,6-未滿12歲,1,兒少保護,1
111年11月,士林區,葫蘆里,63000110015,40-未滿65歲,1,其他家虐,1
111年11月,士林區,福佳里,63000110034,20-未滿40歲,1,婚姻暴力,1
111年11月,大同區,福順里,不明,12-未滿18歲,2,非保護性案件,1
111年11月,大同區,蘭雅里,不明,20-未滿40歲,2,其他家虐,2
111年11月,大同區,不明,不明,20-未滿40歲,2,婚姻暴力,1
111年11月,大同區,不明,不明,40-未滿65歲,2,婚姻暴力,1
111年11月,大同區,不明,不明,6-未滿12歲,2,不明,1
111年11月,大同區,不明,不明,6-未滿12歲,1,非保護性案件,1
111年11月,大同區,不明,不明,未滿6歲,1,非保護性案件,1
111年11月,大同區,不明,63000060001,65歲以上,2,婚姻暴力,1
111年11月,大同區,不明,63000060008,40-未滿65歲,2,不明,1
111年11月,大同區,玉泉里,63000060012,65歲以上,2,老人虐待,1
111年11月,大同區,光能里,63000060002,40-未滿65歲,2,其他家虐,1
111年11月,大同區,南芳里,63000060025,20-未滿40歲,2,婚姻暴力,1
111年11月,大同區,建明里,63000060025,40-未滿65歲,2,婚姻暴力,1
111年11月,大同區,重慶里,63000060025,65歲以上,2,老人虐待,1
111年11月,大同區,重慶里,63000060017,65歲以上,2,婚姻暴力,1
111年11月,大同區,重慶里,63000060018,40-未滿65歲,2,其他家虐,1
111年11月,大同區,國順里,63000060018,6-未滿12歲,2,不明,1
111年11月,大同區,國慶里,63000060018,6-未滿12歲,1,不明,1
111年11月,大同區,國慶里,63000060019,未滿6歲,1,兒少保護,1
111年11月,大同區,國慶里,63000060020,65歲以上,1,婚姻暴力,1
111年11月,大同區,揚雅里,63000060020,6-未滿12歲,2,非保護性案件,1
111年11月,大同區,斯文里,63000060020,未滿6歲,2,非保護性案件,1
111年11月,大同區,斯文里,63000060006,20-未滿40歲,2,婚姻暴力,1
111年11月,大同區,斯文里,63000060015,未滿6歲,1,不明,1
111年11月,大同區,朝陽里,63000060016,20-未滿40歲,2,非保護性案件,1
111年11月,大同區,隆和里,63000060021,20-未滿40歲,2,其他家虐,1
111年11月,大同區,蓬萊里,63000060011,12-未滿18歲,2,不明,1
111年11月,大同區,鄰江里,63000060011,12-未滿18歲,2,其他家虐,1
111年11月,大同區,雙連里,63000060011,40-未滿65歲,2,其他家虐,1
111年11月,大安區,雙連里,63000030043,40-未滿65歲,2,婚姻暴力,1
111年11月,大安區,雙連里,不明,12-未滿18歲,1,非保護性案件,1
111年11月,大安區,大學里,不明,20-未滿40歲,2,不明,1
111年11月,大安區,不明,不明,20-未滿40歲,2,其他家虐,7
111年11月,大安區,不明,不明,20-未滿40歲,2,婚姻暴力,1
111年11月,大安區,不明,不明,20-未滿40歲,1,其他家虐,1
111年11月,大安區,不明,不明,20-未滿40歲,1,非保護性案件,1
111年11月,大安區,不明,不明,40-未滿65歲,2,其他家虐,1
111年11月,大安區,不明,不明,65歲以上,1,婚姻暴力,1
111年11月,大安區,不明,不明,6-未滿12歲,2,不明,1
111年11月,大安區,不明,不明,未滿6歲,2,兒少保護,1
111年11月,大安區,不明,不明,未滿6歲, ,非保護性案件,1
111年11月,大安區,不明,不明,未滿6歲,1,非保護性案件,2
111年11月,大安區,不明,63000030010,20-未滿40歲,2,不明,1
111年11月,大安區,不明,63000030010,20-未滿40歲,2,婚姻暴力,1
111年11月,大安區,光武里,63000030035,65歲以上,2,婚姻暴力,1
111年11月,大安區,光武里,63000030029,20-未滿40歲,1,非保護性案件,1
111年11月,大安區,全安里,63000030044,40-未滿65歲,2,婚姻暴力,1
111年11月,大安區,住安里,63000030049,40-未滿65歲,1,婚姻暴力,1
111年11月,大安區,芳和里,63000030049,65歲以上,2,老人虐待,1
111年11月,大安區,建安里,63000030050,40-未滿65歲,2,婚姻暴力,1
111年11月,大安區,建安里,63000030050,40-未滿65歲,1,婚姻暴力,1
111年11月,大安區,建倫里,63000030031,40-未滿65歲,2,其他家虐,1
111年11月,大安區,建倫里,63000030051,65歲以上,2,婚姻暴力,1
111年11月,大安區,通化里,63000030053,40-未滿65歲,2,其他家虐,1
111年11月,大安區,敦安里,63000030054,12-未滿18歲,2,非保護性案件,1
111年11月,大安區,敦煌里,63000030037,20-未滿40歲,2,婚姻暴力,1
111年11月,大安區,華聲里,63000030036,65歲以上,2,婚姻暴力,1
111年11月,大安區,群英里,63000030046,40-未滿65歲,2,其他家虐,1
111年11月,大安區,群賢里,63000030046,65歲以上,2,老人虐待,1
111年11月,大安區,黎元里,63000030047,40-未滿65歲,2,婚姻暴力,1
111年11月,大安區,黎元里,63000030048,40-未滿65歲,2,婚姻暴力,1
111年11月,大安區,黎孝里,63000030021,65歲以上,1,婚姻暴力,1
111年11月,大安區,黎和里,63000030026,12-未滿18歲,2,其他家虐,1
111年11月,大安區,錦華里,63000030022,20-未滿40歲,2,不明,1
111年11月,不明,龍陣里,不明,12-未滿18歲,2,不明,1
111年11月,不明,龍圖里,不明,12-未滿18歲,2,兒少保護,2
111年11月,不明,不明,不明,12-未滿18歲,2,其他家虐,2
111年11月,不明,不明,不明,12-未滿18歲,2,婚姻暴力,1
111年11月,不明,不明,不明,12-未滿18歲,1,兒少保護,1
111年11月,不明,不明,不明,20-未滿40歲,2,不明,3
111年11月,不明,不明,不明,20-未滿40歲,2,其他家虐,1
111年11月,不明,不明,不明,20-未滿40歲,2,婚姻暴力,8
111年11月,不明,不明,不明,20-未滿40歲,1,不明,1
111年11月,不明,不明,不明,20-未滿40歲,1,其他家虐,1
111年11月,不明,不明,不明,20-未滿40歲,1,婚姻暴力,1
111年11月,不明,不明,不明,40-未滿65歲,2,不明,1
111年11月,不明,不明,不明,40-未滿65歲,2,其他家虐,2
111年11月,不明,不明,不明,40-未滿65歲,2,非保護性案件,1
111年11月,不明,不明,不明,40-未滿65歲,2,婚姻暴力,1
111年11月,不明,不明,不明,40-未滿65歲,1,非保護性案件,1
111年11月,不明,不明,不明,65歲以上,2,老人虐待,1
111年11月,不明,不明,不明,65歲以上,2,非保護性案件,1
111年11月,不明,不明,不明,65歲以上, ,不明,1
111年11月,不明,不明,不明,65歲以上, ,其他家虐,4
111年11月,不明,不明,不明,65歲以上, ,非保護性案件,1
111年11月,不明,不明,不明,65歲以上,1,其他家虐,1
111年11月,不明,不明,不明,65歲以上,1,非保護性案件,1
111年11月,不明,不明,不明,6-未滿12歲,2,不明,1
111年11月,不明,不明,不明,6-未滿12歲,1,兒少保護,2
111年11月,不明,不明,不明,6-未滿12歲,1,非保護性案件,1
111年11月,不明,不明,不明,未滿6歲,2,不明,1
111年11月,不明,不明,不明,未滿6歲,2,兒少保護,1
111年11月,不明,不明,不明,未滿6歲,1,兒少保護,1
111年11月,不明,不明,不明,未滿6歲,1,非保護性案件,2
111年11月,中山區,不明,63000040039,65歲以上,2,婚姻暴力,1
111年11月,中山區,不明,63000040014,20-未滿40歲,2,其他家虐,1
111年11月,中山區,力行里,不明,12-未滿18歲,2,其他家虐,2
111年11月,中山區,大直里,不明,12-未滿18歲,2,非保護性案件,2
111年11月,中山區,不明,不明,12-未滿18歲,1,兒少保護,1
111年11月,中山區,不明,不明,18-未滿20歲,2,婚姻暴力,1
111年11月,中山區,不明,不明,20-未滿40歲,2,其他家虐,4
111年11月,中山區,不明,不明,20-未滿40歲,2,非保護性案件,1
111年11月,中山區,不明,不明,20-未滿40歲,2,婚姻暴力,3
111年11月,中山區,不明,不明,40-未滿65歲,2,婚姻暴力,1
111年11月,中山區,不明,不明,65歲以上,1,不明,1
111年11月,中山區,不明,不明,6-未滿12歲,2,兒少保護,1
111年11月,中山區,不明,不明,6-未滿12歲,1,非保護性案件,2
111年11月,中山區,不明,不明,未滿6歲,2,非保護性案件,1
111年11月,中山區,不明,63000040006,6-未滿12歲,2,非保護性案件,1
111年11月,中山區,不明,63000040030,65歲以上,2,其他家虐,1
111年11月,中山區,中山里,63000040030,6-未滿12歲,2,不明,1
111年11月,中山區,中吉里,63000040031,40-未滿65歲,2,其他家虐,1
111年11月,中山區,中吉里,63000040031,40-未滿65歲,2,婚姻暴力,1
111年11月,中山區,中原里,63000040001,40-未滿65歲,2,其他家虐,1
111年11月,中山區,中原里,63000040003,40-未滿65歲,2,非保護性案件,1
111年11月,中山區,正守里,63000040004,20-未滿40歲,2,婚姻暴力,1
111年11月,中山區,正得里,63000040004,40-未滿65歲,2,婚姻暴力,1
111年11月,中山區,民安里,63000040016,40-未滿65歲,2,婚姻暴力,1
111年11月,中山區,民安里,63000040036,12-未滿18歲,2,非保護性案件,1
111年11月,中山區,永安里,63000040041,40-未滿65歲,2,婚姻暴力,1
111年11月,中山區,朱園里,63000040005,20-未滿40歲,2,婚姻暴力,1
111年11月,中山區,金泰里,63000040005,65歲以上,2,婚姻暴力,1
111年11月,中山區,康樂里,63000040005,未滿6歲,2,非保護性案件,1
111年11月,中山區,康樂里,63000040012,20-未滿40歲,1,其他家虐,1
111年11月,中山區,康樂里,63000040012,40-未滿65歲,2,婚姻暴力,1
111年11月,中山區,圓山里,63000040012,40-未滿65歲,1,其他家虐,1
111年11月,中山區,圓山里,63000040020,20-未滿40歲,2,婚姻暴力,1
111年11月,中山區,圓山里,63000040020,40-未滿65歲,2,其他家虐,1
111年11月,中山區,新福里,63000040007,65歲以上,2,老人虐待,1
111年11月,中山區,新福里,63000040032,20-未滿40歲,2,婚姻暴力,1
111年11月,中山區,聚盛里,63000040032,未滿6歲,1,非保護性案件,1
111年11月,中正區,興亞里,不明,12-未滿18歲,2,兒少保護,1
111年11月,中正區,興亞里,不明,12-未滿18歲,1,不明,1
111年11月,中正區,不明,不明,20-未滿40歲,2,不明,1
111年11月,中正區,不明,不明,20-未滿40歲,2,其他家虐,4
111年11月,中正區,不明,不明,20-未滿40歲,2,非保護性案件,1
111年11月,中正區,不明,不明,20-未滿40歲,2,婚姻暴力,3
111年11月,中正區,不明,不明,40-未滿65歲,2,其他家虐,1
111年11月,中正區,不明,不明,40-未滿65歲,2,婚姻暴力,1
111年11月,中正區,不明,不明,65歲以上,2,婚姻暴力,1
111年11月,中正區,不明,不明,6-未滿12歲,2,非保護性案件,1
111年11月,中正區,不明,不明,6-未滿12歲,1,兒少保護,1
111年11月,中正區,不明,不明,未滿6歲,2,非保護性案件,1
111年11月,中正區,不明,不明,未滿6歲,1,兒少保護,2
111年11月,中正區,不明,不明,未滿6歲,1,非保護性案件,1
111年11月,中正區,不明,63000050026,40-未滿65歲,2,其他家虐,1
111年11月,中正區,不明,63000050014,40-未滿65歲,1,婚姻暴力,1
111年11月,中正區,幸福里,63000050008,18-未滿20歲,2,其他家虐,1
111年11月,中正區,忠勤里,63000050019,65歲以上,2,不明,1
111年11月,中正區,板溪里,63000050022,40-未滿65歲,1,不明,1
111年11月,中正區,南福里,63000050009,40-未滿65歲,2,婚姻暴力,1
111年11月,內湖區,建國里,不明,12-未滿18歲,2,不明,1
111年11月,內湖區,螢圃里,不明,12-未滿18歲,2,兒少保護,1
111年11月,內湖區,不明,不明,12-未滿18歲,2,其他家虐,2
111年11月,內湖區,不明,不明,12-未滿18歲,2,非保護性案件,1
111年11月,內湖區,不明,不明,12-未滿18歲,1,不明,1
111年11月,內湖區,不明,不明,12-未滿18歲,1,其他家虐,2
111年11月,內湖區,不明,不明,18-未滿20歲,2,其他家虐,1
111年11月,內湖區,不明,不明,20-未滿40歲,2,不明,3
111年11月,內湖區,不明,不明,20-未滿40歲,2,其他家虐,4
111年11月,內湖區,不明,不明,20-未滿40歲,2,婚姻暴力,4
111年11月,內湖區,不明,不明,20-未滿40歲,1,不明,1
111年11月,內湖區,不明,不明,20-未滿40歲,1,其他家虐,1
111年11月,內湖區,不明,不明,40-未滿65歲,2,其他家虐,1
111年11月,內湖區,不明,不明,40-未滿65歲,2,婚姻暴力,3
111年11月,內湖區,不明,不明,40-未滿65歲,1,其他家虐,1
111年11月,內湖區,不明,不明,65歲以上,2,婚姻暴力,1
111年11月,內湖區,不明,不明,65歲以上, ,非保護性案件,1
111年11月,內湖區,不明,不明,6-未滿12歲,2,非保護性案件,1
111年11月,內湖區,不明,不明,6-未滿12歲,1,非保護性案件,1
111年11月,內湖區,不明,不明,未滿6歲,2,兒少保護,1
111年11月,內湖區,不明,不明,未滿6歲,1,非保護性案件,1
111年11月,內湖區,不明,63000100031,40-未滿65歲,2,其他家虐,2
111年11月,內湖區,不明,63000100013,12-未滿18歲,1,非保護性案件,1
111年11月,內湖區,安湖里,63000100013,40-未滿65歲,2,婚姻暴力,1
111年11月,內湖區,金龍里,63000100035,65歲以上,1,婚姻暴力,1
111年11月,內湖區,金龍里,63000100017,6-未滿12歲,2,非保護性案件,1
111年11月,內湖區,康寧里,63000100016,40-未滿65歲,2,婚姻暴力,1
111年11月,內湖區,清白里,63000100026,20-未滿40歲,1,其他家虐,1
111年11月,內湖區,紫雲里,63000100018,12-未滿18歲,1,非保護性案件,1
111年11月,內湖區,週美里,63000100015,20-未滿40歲,2,其他家虐,1
111年11月,文山區,葫洲里,不明,12-未滿18歲,1,不明,1
111年11月,文山區,碧山里,不明,20-未滿40歲,2,其他家虐,2
111年11月,文山區,不明,不明,20-未滿40歲,2,婚姻暴力,3
111年11月,文山區,不明,不明,40-未滿65歲,2,其他家虐,1
